ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002074168-25-000001	YES	101	0002074168	Guardare, Inc.	600 CLEVELAND STREET	SUITE 308	CLEARWATER	FL	FLORIDA	33755	727-722-7759	DELAWARE							Corporation		withinFiveYears	2023
0002060755-25-000022	YES	101	0001406944	TORQ RESOURCES INC.	1400 - 1199 WEST HASTINGS STREET		Vancouver	A1	BRITISH COLUMBIA, CANADA	V6E 3T5	778-729-0500	BRITISH COLUMBIA, CANADA				STRATTON RESOURCES INC	Tribune Minerals Corp	Tribune Uranium Corp	Corporation		overFiveYears	
0001886827-25-000001	YES	101	0001886827	TPEG ROUND ROCK IL INVESTORS LLC	2102 E State Hwy 114, Suite 300		SOUTHLAKE	TX	TEXAS	76092	8173102900	TEXAS							Limited Liability Company		withinFiveYears	2021
0002057709-25-000002	YES	101	0002057709	Mobius Emerging Opportunities Fund LP	REGUS OFFICES, 5TH FLOOR, OFFICE 525	STANDARD CHARTERED TOWER	EMAAR SQUARE, DOWNTOWN	C0	UNITED ARAB EMIRATES	9440	852 93032320	DELAWARE							Limited Partnership		withinFiveYears	2024
0002074284-25-000001	YES	101	0002074284	Legacy Vending Fund IV, LLC	LEGACY VENDING FUND IV, LLC	7633 GRAND RIDGE RD	COLUMBUS	GA	GEORGIA	31904	7069873181	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000905148-25-002210	YES	101	0001815616	Warberg Special Situations Fund LP	716 Oak Street		Winnetka	IL	ILLINOIS	60093	847-418-8308	DELAWARE				Warberg Crypto Fund LP			Limited Partnership		overFiveYears	
0002072467-25-000001	YES	101	0002072467	Rockland Power Partners V Feeder, LP	24 WATERWAY AVENUE, SUITE 400		THE WOODLANDS	TX	TEXAS	77380	281-863-9001	DELAWARE							Limited Partnership		withinFiveYears	2025
0002051271-25-000001	YES	101	0002051271	Riley Collective, Inc.	524 BAKER STREET		SAN FRANCISCO	CA	CALIFORNIA	94117	628-800-4195	DELAWARE							Corporation		withinFiveYears	2024
0002074137-25-000001	YES	101	0002074137	SCI PARTNERS X - NJ VAN HOUTEN LLC	1901 N CLYBOURN AVE STE 402		CHICAGO	IL	ILLINOIS	60614	773-799-8182	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000935836-25-000433	YES	101	0001819953	Universa Black Swan Protection Protocol LVI LP	2601 SOUTH BAYSHORE DRIVE, SUITE 2030		MIAMI	FL	FLORIDA	33133	786-483-3140	DELAWARE							Limited Partnership		withinFiveYears	2020
0002049185-25-000001	YES	101	0002049185	TCA OC FUND 24 A SERIES OF TCA OC FUNDS LLC	2025 GUADALUPE ST STE 260	C/O FINALLY FUND ADMIN	AUSTIN	TX	TEXAS	78705	833-267-3326	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001727689-25-000045	YES	101	0001666782	Irving Resources Inc.	999 CANADA PLACE, SUITE 404		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3E2	(604) 682-3234	BRITISH COLUMBIA, CANADA	1047431 B.C. Ltd.						Corporation		overFiveYears	
0002073396-25-000002	YES	101	0002073396	Bodark Investment Group LP	6601 HILLCREST AVENUE	#E-373	DALLAS	TX	TEXAS	75205	(214) 929-5490	TEXAS							Limited Partnership		withinFiveYears	2025
0000935836-25-000432	YES	101	0001812544	Universa Black Swan Protection Protocol XLIV L.P.	2601 SOUTH BAYSHORE DRIVE, SUITE 2030		MIAMI	FL	FLORIDA	33133	786-483-3140	DELAWARE							Limited Partnership		overFiveYears	
0002024308-25-000001	YES	101	0002024308	BLUE OWL REAL ESTATE EUROPEAN NET LEASE FUND (EUR U) LP	150 NORTH RIVERSIDE PLAZA, 37TH FLOOR		CHICAGO	IL	ILLINOIS	60606	212-419-3000	DELAWARE							Limited Partnership		withinFiveYears	2024
0002061353-25-000001	YES	101	0002061353	EquityZen Growth Technology Fund LLC - Series 2115	30 Broad Street	Suite 1200	New York	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002070711-25-000001	YES	101	0002070711	Landshare Holdings LLC	30 N Gould St	STE R	Sheridan	WY	WYOMING	82801	7012649854	WYOMING							Limited Liability Company		withinFiveYears	2022
0002045939-25-000002	YES	101	0002045939	RCG Ventures Fund VIII Parallel, LP	3060 Peachtree Road NW	Suite 400	Atlanta	GA	GEORGIA	30305	404-816-5454	DELAWARE							Limited Partnership		withinFiveYears	2024
0001982763-25-000002	YES	101	0001982763	Arena Opportunities Fund, LP -Series 2	12121 WILSHIRE BLVD STE 1010		LOS ANGELES	CA	CALIFORNIA	90025	3108066700	DELAWARE							Limited Partnership		withinFiveYears	2023
0002041289-25-000001	YES	101	0002041289	Warm Wells Capital Fund I LP	40 WALL STREET, SUITE 3100		NEW YORK	NY	NEW YORK	10005	718-215-3850	DELAWARE							Limited Partnership		withinFiveYears	2024
0001659006-25-000002	YES	101	0001659006	Camden Credit Fund LLC	11111 Santa Monica Blvd	Suite 300	Los Angeles	CA	CALIFORNIA	90025	310-785-9755	DELAWARE							Limited Liability Company		overFiveYears	
0000929638-25-002285	YES	101	0002065398	3 Alpha Private Funds, LP	400 MADISON AVENUE	SUITE 21	NEW YORK	NY	NEW YORK	10017	212-406-4140	DELAWARE							Limited Partnership		withinFiveYears	2025
0002072343-25-000001	YES	101	0002072343	AJC Jacksonville Investments LLC	121 WEST LONG LAKE ROAD	SUITE 200	BLOOMFIELD HILLS	MI	MICHIGAN	48304	248-642-0500	MICHIGAN							Limited Liability Company		withinFiveYears	2025
0002073772-25-000001	YES	101	0002073772	Sundance Growth Fund I LP	700 EL CAMINO REAL	SUITE 120 #1439	MENLO PARK	CA	CALIFORNIA	94025	801-362-3152	DELAWARE							Limited Partnership		withinFiveYears	2025
0001636015-25-000001	YES	101	0001636015	Brevet Direct Lending - Short Duration Fund, Ltd.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9808	2123135100	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0001408012-25-000002	YES	101	0001408012	J3 BIOSCIENCE, INC.	825 NORTH 300 WEST	SUITE N231	SALT LAKE CITY	UT	UTAH	84103	801-931-4756	UTAH				VIROPAN INC			Corporation		overFiveYears	
0001879785-25-000046	YES	101	0002029614	Ohm Health, Inc.	4507 CARY STREET ROAD		RICHMOND	VA	VIRGINIA	23221	(301) 367-1090	DELAWARE							Corporation		withinFiveYears	2024
0001684505-25-000001	YES	101	0001684505	Xtract One Technologies Inc.	55 York Street	Suite 1100	TORONTO	A6	ONTARIO, CANADA	M5J 1R7	604-808-4686	BRITISH COLUMBIA, CANADA	Clear Mountain Resources Corp			Patriot One Technologies Inc.			Corporation		overFiveYears	
0001882841-25-000003	YES	101	0001619603	Long Duration Fund LLC	11111 Santa Monica Blvd	SUITE 300	LOS ANGELES	CA	CALIFORNIA	90025	310-785-9755	DELAWARE							Limited Liability Company		overFiveYears	
0000902664-25-002768	YES	101	0002073680	Lykos Portable Alpha Offshore Feeder LP	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	345-814-7600	CAYMAN ISLANDS							Other	A Cayman Islands Exempted Limited Partnership	withinFiveYears	2025
0002073767-25-000001	YES	101	0002073767	PARDS Ltd	110 CHANTREY COURT		COLORADO SPRINGS	CO	COLORADO	80960	303-419-0461	COLORADO							Limited Liability Company		withinFiveYears	2024
0002074131-25-000001	YES	101	0002074131	CPI E Cornwallis Durham Partners LLC	30 SPEEN STREET		FRAMINGHAM	MA	MASSACHUSETTS	01701	978-307-0300	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002070834-25-000001	YES	101	0002070834	Willowbrook Investment Partnership LLC	3843 WEST CHESTER PIKE		NEWTOWN SQUARE	PA	PENNSYLVANIA	19073	(610) 355-3200	PENNSYLVANIA							Limited Liability Company		withinFiveYears	2025
0002073845-25-000002	YES	101	0002073845	Catalex Network Partners LLC	4695 MACARTHUR COURT	11TH FLOOR	NEWPORT BEACH	CA	CALIFORNIA	92660	858-367-0804	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073784-25-000001	YES	101	0002073784	NSC FUND LLC	8 THE GREEN, SUITE A		DOVER	DE	DELAWARE	19901	914-489-7909	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001982438-25-000002	YES	101	0001982438	East Rock Victoria Fund, L.P.	65 EAST 55TH ST	33 FL	NEW YORK	NY	NEW YORK	10022	212-630-5000	DELAWARE							Limited Partnership		overFiveYears	
0002057824-25-000013	YES	101	0002057824	USEDC 2025 Drilling Fund 1 LP	1521 N. COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	682-305-2868	DELAWARE							Limited Partnership		withinFiveYears	2025
0002073576-25-000001	YES	101	0002073576	OH Strongsville Royalton Rd, LLC	2211 MEDINA ROAD SUITE 100		MEDINA	OH	OHIO	44256	330-241-7701	OHIO							Limited Liability Company		withinFiveYears	2025
0002057824-25-000012	YES	101	0002057824	USEDC 2025 Drilling Fund 1 LP	1521 N. COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	682-305-2868	DELAWARE							Limited Partnership		withinFiveYears	2025
0002001992-25-000001	YES	101	0002001992	BBH Capital Partners VII-A-1, L.P.	140 BROADWAY		NEW YORK	NY	NEW YORK	10005	212-493-8410	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2023
0002024199-25-000003	YES	101	0002024199	MONTICELLOAM FUNDING SH-75B LLC	600 3RD AVENUE	FL 21	NEW YORK	NY	NEW YORK	10016	646-844-3603	DELAWARE				GREYSTONE MONTICELLO FUNDING SH-75-B LLC			Limited Liability Company		withinFiveYears	2024
0000935836-25-000431	YES	101	0001701794	Pneuma Respiratory, Inc.	870 STATE FARM ROAD, SUITE 103-B		BOONE	NC	NORTH CAROLINA	28607	(828) 772-2602	NORTH CAROLINA	Genesis Pulmonary, Inc.						Corporation		overFiveYears	
0002073608-25-000001	YES	101	0002073608	Fort Hill Concrete, LLC	2003 HILLTOP DRIVE		TYLER	TX	TEXAS	75701	6014159335	TEXAS							Limited Liability Company		withinFiveYears	2025
0001591645-25-000001	YES	101	0001591645	Sancta Value Fund US LP	700 LOUISIANA ST.	SUITE 3950	HOUSTON	TX	TEXAS	77002	713-234-6454	DELAWARE							Limited Partnership		overFiveYears	
0001772447-25-000004	YES	101	0001772447	Veradace Partners LP	3889 MAPLE AVE	SUITE 220	DALLAS	TX	TEXAS	75219	9139084943	DELAWARE							Limited Partnership		overFiveYears	
0002055693-25-000010	YES	101	0002055693	U.S. Energy Private Capital III LP	1521 N. COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	682-305-2868	DELAWARE							Limited Partnership		withinFiveYears	2023
0002062137-25-000002	YES	101	0002062137	Elevation Equity Group, LLC	515 CROSSVILLE ROAD, STE 250		ROSWELL	GA	GEORGIA	30075	470-303-6606	WYOMING							Limited Liability Company		withinFiveYears	2025
0002073566-25-000001	YES	101	0002073566	NexPoint Lodging I DST	300 CRESCENT COURT, SUITE 700		DALLAS	TX	TEXAS	75201	8336977253	DELAWARE							Other	Statutory Trust	withinFiveYears	2025
0001140361-25-023292	YES	101	0000317835	TNEMEC CO INC	123 W 23rd Avenue		North Kansas City	MO	MISSOURI	64116	816-483-3400	MISSOURI							Corporation		overFiveYears	
0002073958-25-000002	YES	101	0002073695	Jupiter GEARx Fund Ltd	The Zig Zag Building	70 VICTORIA STREET	LONDON	X0	UNITED KINGDOM	SW1E 6SQ	442038171000	CAYMAN ISLANDS							Limited Liability Company		withinFiveYears	2025
0000941679-25-000005	YES	101	0001614135	Capitaline Growth & Income, LP	C/O CAPITALINE ADVISORS, LLC	111 MAIN AVENUE, SUITE 100	BROOKINGS	SD	SOUTH DAKOTA	57006	605-696-3100	SOUTH DAKOTA							Limited Partnership		overFiveYears	
0002073958-25-000001	YES	101	0002073958	Jupiter GEARx Fund LP	The Zig Zag Building	70 VICTORIA STREET	LONDON	X0	UNITED KINGDOM	SW1E 6SQ	442038171000	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002068894-25-000001	YES	101	0002068894	NEA SH 2025 SPV, L.P.	1954 GREENSPRING DRIVE	SUITE 600	TIMONIUM	MD	MARYLAND	21093	(410) 842-4000	DELAWARE							Limited Partnership		withinFiveYears	2025
0002074171-25-000001	YES	101	0002074171	Beyond The Breath, Inc.	169 MADISON AVE	STE 15230	NEW YORK	NY	NEW YORK	10016	9735632742	DELAWARE							Corporation		withinFiveYears	2025
0002028850-25-000001	YES	101	0002028850	Fortress Katahdin, LLC	2101 CEDAR SPRINGS ROAD	SUITE 1600	DALLAS	TX	TEXAS	75201	214-849-9000	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002073290-25-000001	YES	101	0002073290	Tradfi Labs Inc.	1621 CENTRAL AVENUE		CHEYENNE	WY	WYOMING	82001	724-531-4674	WYOMING							Corporation		withinFiveYears	2024
0002073706-25-000008	YES	101	0002074026	HPS Insurance Fund Series Interests of the SALI Multi-Series Fund, LP	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0001868786-25-000002	YES	101	0001868786	Dragon Dynamic Funds Platform Ltd.	C/O CONYERS CORPORATE SERVICES (BERMUDA)	CLAREDON HOUSE, 2 CHURCH STREET	HAMILTON	D0	BERMUDA	HMFX	(441) 295-1422	BERMUDA							Other	Bermuda Open-Ended Exempt Company	overFiveYears	
0002062941-25-000001	YES	101	0002062941	MERIT HILL SELF-STORAGE VI, LP	41 FLATBUSH AVENUE, THIRD FLOOR		BROOKLYN	NY	NEW YORK	11217	(917) 398-5152	DELAWARE							Limited Partnership		withinFiveYears	2025
0002073706-25-000007	YES	101	0002074023	Revere Credit Opportunities IDF Series Interests of the SALI Multi-Series Fund, LP	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002073706-25-000006	YES	101	0002073842	Vida Insurance Fund Series Interests of the SALI Multi-Series Fund IV, L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002073706-25-000005	YES	101	0002073841	Solus Opportunities IDF Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002073706-25-000004	YES	101	0002073816	Seven Bridges Long/Short Equity Fund Series Interests of the SALI Multi-Series Fund L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002073526-25-000001	YES	101	0002073526	YourSpace America QOF III, LLC	999 CORPORATE DRIVE, SUITE 100		LADERA RANCH	CA	CALIFORNIA	92694	(949) 315-0044	DELAWARE							Limited Liability Company		withinFiveYears	2023
0000941679-25-000004	YES	101	0000941679	NAVIGATOR INVESTORS L P	150 SOUTH 5TH ST	SUITE 2550	MINNEAPOLIS	MN	MINNESOTA	55402	612-317-4100	DELAWARE							Limited Partnership		overFiveYears	
0002073706-25-000003	YES	101	0002073711	Golub Capital Insurance Fund II Series Interests of the SALI Multi-Series Fund IV, L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002073706-25-000002	YES	101	0002073706	GoldPoint Core Opportunities Fund II, L.P. Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0000905148-25-002201	YES	101	0001170736	IRONWOOD INTERNATIONAL LTD	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-945-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002073706-25-000001	YES	101	0002073757	GoldPoint Core Opportunities Fund, L.P. Series Interests of the SALI Multi-Series Fund, L.P.	6850 AUSTIN CENTER BOULEVARD	SUITE 300	AUSTIN	TX	TEXAS	78731	5127357254	DELAWARE							Limited Partnership		overFiveYears	
0002074073-25-000001	YES	101	0002074073	RM-BFR LLC	707 COMMERCE DRIVE	SUITE 410	WOODBURY	MN	MINNESOTA	55125	843-480-7163	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001579455-25-000003	YES	101	0001579455	White Oak Partners Fund I, L.P.	C/O WHITE OAK PARTNERS, LLC	3 EMBARCADERO CENTER, SUITE 550	SAN FRANCISCO	CA	CALIFORNIA	94111	(415) 644-4100	DELAWARE							Limited Partnership		overFiveYears	
0001471363-25-000001	YES	101	0001471363	BACCH Laboratories, Inc.	747 SW 2ND AVENUE, IMB#11		GAINESVILE	FL	FLORIDA	32601	352-870-3799	DELAWARE				Bit Cauldron Corp			Corporation		overFiveYears	
0002050232-25-000002	YES	101	0002050232	Northern Smilodon Energy Inc.	736 - 6th Avenue SW	Suite 1205	CALGARY	A0	ALBERTA, CANADA	T2P 3T7	(403) 909-2399	ALBERTA, CANADA							Corporation		withinFiveYears	2022
0002074070-25-000001	YES	101	0002074070	HF Haven at Loyd LLC	8063 MADISON AVE	1140	INDIANAPOLIS	IN	INDIANA	46227	3172103209	INDIANA							Limited Liability Company		withinFiveYears	2025
0002036821-25-000002	YES	101	0002036821	Vamos, Corp.	115 OLD STONEWALL ROAD		EASTON	CT	CONNECTICUT	06612	203-788-9298	DELAWARE							Corporation		withinFiveYears	2023
0001715181-25-000003	YES	101	0001715181	Paulson Capital Holding Company, LLC	10220 SW Greenburg Rd, Suite 380		PORTLAND	OR	OREGON	97223	312-940-8327	DELAWARE							Limited Liability Company		overFiveYears	
0002073672-25-000001	YES	101	0002073672	Later Than Planned Syndicate LLC	5950 CANOGA AVE SUITE 510		WOODLAND HILLS	CA	CALIFORNIA	91367	3108504724	CALIFORNIA							Limited Liability Company		withinFiveYears	2025
0000905148-25-002200	YES	101	0001982521	CF Diverse Equity Opportunities, LLC	Commonfund OCIO, Inc.	15 Old Danbury Road	Wilton	CT	CONNECTICUT	06897	203-563-5000	DELAWARE							Limited Liability Company		withinFiveYears	2023
0000905148-25-002199	YES	101	0001365495	IRONWOOD INSTITUTIONAL LTD	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-945-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001908174-25-000003	YES	101	0001908174	COMMAND ZERO INC.	501 WEST AVENUE	UNIT 1903	AUSTIN	TX	TEXAS	78701	7033491333	DELAWARE							Corporation		withinFiveYears	2021
0002046202-25-000002	YES	101	0002046202	National Quality Systems, Inc.	941 W. MORSE BLVD.		WINTER PARK	FL	FLORIDA	32789	407-388-4013	DELAWARE							Corporation		withinFiveYears	2024
0002071061-25-000001	YES	101	0002071061	PCG GP FUND LLC	92 E MAIN ST SUITE 306		SOMERVILLE	NJ	NEW JERSEY	08876	(908) 464-0400	NEW JERSEY							Limited Liability Company		withinFiveYears	2025
0002071631-25-000001	YES	101	0002071631	G&M CPG SPV, LLC	309 GAFFNEY COURT		WEST CHESTER	PA	PENNSYLVANIA	19382	203-216-1472	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001678483-25-000001	YES	101	0001678483	ESCHATON OPPORTUNITIES FUND II LP	701 BRICKELL AVENUE, SUITE 1620		MIAMI	FL	FLORIDA	33131	(305) 925-0420	DELAWARE							Limited Partnership		overFiveYears	
0002027581-25-000002	YES	101	0002027581	MASCAP, LLC - SERIES 2	5 CALLE LUIS GONZALEZ	SUITE 401	SAN JUAN	PR	PUERTO RICO	00918	3032635331	PUERTO RICO							Limited Liability Company		withinFiveYears	2024
0001882841-25-000002	YES	101	0002066904	IC Investors LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Partnership		withinFiveYears	2025
0001315863-25-000478	YES	101	0001638086	Newbrook Long Fund LP	126 EAST 56TH STREET	SUITE 1510	NEW YORK	NY	NEW YORK	10022	212.916.8965	DELAWARE							Limited Partnership		overFiveYears	
0001315863-25-000477	YES	101	0001460462	NEWBROOK CAPITAL PARTNERS LP	126 EAST 56TH STREET	SUITE 1510	NEW YORK	NY	NEW YORK	10022	212.916.8965	DELAWARE							Limited Partnership		overFiveYears	
0001315863-25-000476	YES	101	0001460534	NEWBROOK CAPITAL OFFSHORE FUND LTD	C/O INTERTRUST CORP. SVCS (CAYMAN) LTD	ONE NEXUS WAY	CAMANA BAY, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	212.916.8960	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002074147-25-000001	YES	101	0002074147	MHP Partners, Inc.	2635 DEERPARK DRIVE		SAN DIEGO	CA	CALIFORNIA	92110	6193140114	DELAWARE							Corporation		withinFiveYears	2025
0002070769-25-000001	YES	101	0002070769	NA-0523 Fund I, a series of MV Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002055770-25-000001	YES	101	0002055770	SH-0131 Fund I, a series of New Stack Ventures, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002068777-25-000001	YES	101	0002068777	BE-0501 Fund VI, a series of Riverside Ventures, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002073713-25-000001	YES	101	0002073713	Albert P. Lee - APL Ventures Armada a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073714-25-000001	YES	101	0002073714	Kintow F&F SPV a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073715-25-000001	YES	101	0002073715	Etched F&F SPV-1 Mar 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073716-25-000001	YES	101	0002073716	Flyra May 2025 a Series of Rally Cap Global LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073717-25-000001	YES	101	0002073717	TA Immuto Scientific May 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073718-25-000001	YES	101	0002073718	GSBackers Raeden Fund I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073719-25-000001	YES	101	0002073719	SO X25 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073720-25-000001	YES	101	0002073720	VeroSkills May 2025 a Series of Yonder Ventures LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001867410-25-000002	YES	101	0001867410	Pleiad Japan Equity Master Fund	BOX 309, UGLAND HOUSE		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	85235896470	CAYMAN ISLANDS							Other	Exempt company	withinFiveYears	2021
0002073721-25-000001	YES	101	0002073721	DPV Anduril I a Series of DataPower Capital Partners LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073722-25-000001	YES	101	0002073722	Pari Passu Growth V a Series of Pari Passu Master II LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001867500-25-000002	YES	101	0001867500	Pleiad Japan Equity Offshore Feeder Fund	BOX 309, UGLAND HOUSE		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	85235896470	CAYMAN ISLANDS							Other	Exempt company	withinFiveYears	2021
0002073723-25-000001	YES	101	0002073723	Anthropic Apr 2025 a Series of Ventioneers Partners LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073724-25-000001	YES	101	0002073724	GSBackers Daybreak Health Fund I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073725-25-000001	YES	101	0002073725	GSBackers Raeden Fund II a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001709409-25-000011	YES	101	0001881216	Kingsbarn True-Yield Real Estate Dividend Fund, LLC	C/O KINGSBARN REALTY CAPITAL, LLC	1645 VILLAGE CENTER CIRCLE, SUITE 200	LAS VEGAS	NV	NEVADA	89134	800-242-1000	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002072490-25-000001	YES	101	0002072490	Keystone Investment Partners Fund, LP	65 BAY STREET	SUITE 4009	JERSEY CITY	NJ	NEW JERSEY	07302	9734620166	DELAWARE							Limited Partnership		withinFiveYears	2025
0002072506-25-000002	YES	101	0002072506	Open Road Capital Partners, LLC	640 NORTH LASALLE STREET	SUITE 285	CHICAGO	IL	ILLINOIS	60654	312-375-4511	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002073187-25-000001	YES	101	0002073187	NatGold Digital Ltd.	8TH FLOOR, 801 BRICKELL AVENUE		MIAMI	FL	FLORIDA	33131	(646) 825-3038	NEVADA							Corporation		withinFiveYears	2022
0002069777-25-000001	YES	101	0002069777	ACE & Co SCSp SICAV-RAIF - ACE Buyout V	412F, ROUTE D'ESCH		LUXEMBOURG	N4	LUXEMBOURG	L-1471	0041223113333	LUXEMBOURG							Other	Luxembourg special limited partnership	withinFiveYears	2023
0002073790-25-000001	YES	101	0002073790	Enclosure Energy, LLC	3465 N PINES WAY	SUITE 104-22	WILSON	WY	WYOMING	83014	(307)-690-2065	WYOMING							Limited Liability Company		withinFiveYears	2023
