ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0000919574-26-001824	YES	101	0001545055	Landscape High Leverage Fund, LP	LANDSCAPE ALPHA INVESTMENTS, LLC	285 GRAND AVENUE, BUILDING ONE	ENGLEWOOD	NJ	NEW JERSEY	07631	201-266-7984	DELAWARE							Limited Partnership		overFiveYears	
0000919574-26-001822	YES	101	0001374914	LANDSCAPE CAPITAL PARTNERS, L.P.	LANDSCAPE ALPHA INVESTMENTS, LLC	285 GRAND AVENUE, BUILDING ONE	ENGLEWOOD	NJ	NEW JERSEY	07631	201-266-7984	DELAWARE				LANDSCAPE CAPITAL PARTNERS L P	SMB CAPITAL PARTNERS L P		Limited Partnership		overFiveYears	
0001988990-26-000001	YES	101	0001988990	RPF U.S. Fund LP	C/O RPF FUND GP LLC	8730 4TH STREET N	SAINT PETERSBURG	FL	FLORIDA	33703	(727) 456-9203	DELAWARE							Limited Partnership		withinFiveYears	2023
0002123226-26-000001	YES	101	0002123226	3G Langtry Fund 2, LLC	ONE SANSOME STREET, SUITE 2080		SAN FRANCISCO	CA	CALIFORNIA	94104	(415) 986-8888	CALIFORNIA							Limited Liability Company		withinFiveYears	2026
0002122421-26-000001	YES	101	0002122421	Sangtera Inc.	1 LORING ROAD		LEXINGTON	MA	MASSACHUSETTS	02421	617-755-7678	DELAWARE							Corporation		withinFiveYears	2026
0002015098-26-000001	YES	101	0002015098	Lubert-Adler Enhanced Private Credit Fund I, L.P.	1325 N. BEACH STREET - SUITE 202		PHILADELPHIA	PA	PENNSYLVANIA	19125	215-972-2200	DELAWARE							Limited Partnership		withinFiveYears	2023
0002119418-26-000001	YES	101	0002119418	Gaingels Extropic LLC	C/O GAINGELS MANAGEMENT LLC	3 MAIN STREET - SUITE 214	BURLINGTON	VT	VERMONT	05401	773 837 1889	VERMONT							Limited Liability Company		withinFiveYears	2026
0002117784-26-000001	YES	101	0002117784	ARC Infra SMA, L.P.	200 CLARENDON STREET, FLOOR 55		BOSTON	MA	MASSACHUSETTS	02116	(617) 531-6300	DELAWARE							Limited Partnership		withinFiveYears	2026
0001981285-26-000001	YES	101	0001981285	Consano Bio, Inc.	100 SUMMIT DRIVE		BURLINGTON	MA	MASSACHUSETTS	01803	617-798-4559	DELAWARE				CONSANO BIOLOGICS, LLC			Corporation		withinFiveYears	2024
0001840531-26-000003	YES	101	0001840531	Artisan Focus Dynamic Equity Select Ltd	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	CAYMAN ISLANDS							Other	Exempted Limited Company	overFiveYears	
0002121976-26-000001	YES	101	0002121976	ATTN Media Holdings, LLC	5700 WILSHIRE BLVD	SUITE 375	LOS ANGELES	CA	CALIFORNIA	90036	202-258-8990	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002123114-26-000002	YES	101	0002123114	Venariam Fund 1 LLC	4315 50TH STREET NW	SUITE 216	WASHINGTON	DC	DISTRICT OF COLUMBIA	20016	(202) 957-5215	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002113730-26-000002	YES	101	0002113730	Inland Long Island Residential DST	C/O INLAND PRIVATE CAPITAL CORPORATION	2901 BUTTERFIELD ROAD	OAK BROOK	IL	ILLINOIS	60523	(630) 218-8000	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2025
0002120570-26-000001	YES	101	0002120570	Salad House Franchising, LLC	133 PROSPECT ST		WESTFIELD	NJ	NEW JERSEY	07090	2013202127	NEW JERSEY							Limited Liability Company		overFiveYears	
0002121410-26-000001	YES	101	0002121410	AKRE-Sunwest 814 UP, LLC	580 CALIFORNIA STREET	SUITE 1662	SAN FRANCISCO	CA	CALIFORNIA	94104	(203) 241-5060	DELAWARE							Limited Liability Company		withinFiveYears	2026
0001654954-26-002536	YES	101	0002122677	Jones Lease Joint Venture	7000 Parkwood Blvd.	Suite E200	Frisco	TX	TEXAS	75034	(214) 687-8893	TEXAS							Other	Joint Venture	withinFiveYears	2026
0002093231-26-000001	YES	101	0002093231	BGV V, LP	1600 EL CAMINO REAL	SUITE 280	MENLO PARK	CA	CALIFORNIA	94025	6503243680	DELAWARE							Limited Partnership		withinFiveYears	2025
0000912282-26-000461	YES	101	0001819258	Fitzroy Minerals Inc.	Suite 1400 - 1050 West Pender Street		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 3S7	778-889-2306	BRITISH COLUMBIA, CANADA	Gem International Resources Inc.			Norseman Silver Inc.	Norseman Capital Ltd.		Corporation		overFiveYears	
0000945621-26-000471	YES	101	0002118290	SSG PD CV 2025 LP	ONE HADDINGTON BUILDINGS	HADDINGTON ROAD, FLOOR 3	DUBLIN 4	L2	IRELAND	D04 X4C9	353.01.536.1400	CAYMAN ISLANDS							Other	Except limited partnership	withinFiveYears	2025
0001918076-26-000001	YES	101	0001918076	LearnLaunch Fund III L.P.	C/O VENTURE LANE	55 COURT STREET, FLOOR 2	BOSTON	MA	MASSACHUSETTS	02108	617-504-4416	DELAWARE							Limited Partnership		withinFiveYears	2021
0002121702-26-000002	YES	101	0002121702	fJscaler Inc.	15260 NW GREENBRIER PKWY		BEAVERTON	OR	OREGON	97006	5034107693	DELAWARE							Corporation		withinFiveYears	2022
0000950142-26-000791	YES	101	0002013147	Apollo Aligned Alternatives Co-Investors (A), L.P.	9 WEST 57TH STREET	41ST FLOOR	NEW YORK	NY	NEW YORK	10019	212-515-3200	DELAWARE							Limited Partnership		withinFiveYears	2023
0002114676-26-000001	YES	101	0002114676	SPC Valley Heights LLC	10316 TAPESTRY BEND		LAKE ELMO	MN	MINNESOTA	55042	952 200 2173	ARIZONA							Limited Liability Company		withinFiveYears	2025
0001938594-26-000003	YES	101	0001938594	ABC Title Partners, LLC	2170 SATELLITE BLVD., SUITE 100		DULUTH	GA	GEORGIA	30097	678-775-2751	GEORGIA							Limited Liability Company		withinFiveYears	2022
0001470831-26-000300	YES	101	0001991310	RREEF Core Plus Residential Fund LP	222 S. RIVERSIDE PLAZA	34TH FLOOR	CHICAGO	IL	ILLINOIS	60606	(312) 537-9247	DELAWARE							Limited Partnership		withinFiveYears	2023
0002106998-26-000001	YES	101	0002106998	PMG JL PropCo, LLC	124 TUSTIN AVENUE	STE 200	NEWPORT BEACH	CA	CALIFORNIA	92663	949-439-1780	CALIFORNIA							Limited Liability Company		withinFiveYears	2024
0001901613-26-000003	YES	101	0001901613	Ceiba Digital Assets LP	1333 3RD AVE SOUTH	SUITE 503	NAPLES	FL	FLORIDA	34102	239-304-8990	DELAWARE							Limited Partnership		withinFiveYears	2021
0002123128-26-000001	YES	101	0002123128	Signum Technologies, Inc.	912 WEADLEY ROAD		RADNOR	PA	PENNSYLVANIA	19087	814-688-2386	DELAWARE							Corporation		withinFiveYears	2022
0002120566-26-000001	YES	101	0002120566	Big Belly Laughs LLC	630 9th Avenue, Suite 401		New York	NY	NEW YORK	10036	212-695-3741	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000902664-26-001713	YES	101	0001599948	Carrhae Capital Long Fund LP	C/O CARRHAE CAPITAL GP LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44-20-3205-4888	DELAWARE							Limited Partnership		overFiveYears	
0001489660-26-000001	YES	101	0001489660	INCA Latin American Offshore Fund, Ltd.	C/O INCA INVESTMENTS, LLC	78 SW 7TH STREET, SUITE 800	MIAMI	FL	FLORIDA	33130	(305) 722-4300	CAYMAN ISLANDS				INCA Latin American Small Cap Offshore Fund, Ltd.			Other	Cayman Islands Exempted Company	overFiveYears	
0002113440-26-000001	YES	101	0002113440	SSC Apartments Phase 2 QOZF 2026, LLC	150 E. 4TH PLACE, SUITE 600		SIOUX FALLS	SD	SOUTH DAKOTA	57104	605-275-3170	SOUTH DAKOTA							Limited Liability Company		withinFiveYears	2026
0001773235-26-000001	YES	101	0001773235	CIAC Consortium II, LLC	1519 PONCE DE LEON AVENUE	SUITE 1403	SAN JUAN	PR	PUERTO RICO	00908	7879197305	PUERTO RICO	CIAC Conwortium II, LLC						Limited Liability Company		overFiveYears	
0002117063-26-000001	YES	101	0002117063	CES Properties Fund LVI (Ridgeline Mezz Loan) LLC	12301 NE 10TH PL STE 303		BELLEVUE	WA	WASHINGTON	98005	425-454-7000	WASHINGTON							Limited Liability Company		withinFiveYears	2026
0002117105-26-000001	YES	101	0002117105	NEA CH 2026 SPV, L.P.	1954 GREENSPRING DRIVE	SUITE 600	TIMONIUM	MD	MARYLAND	21093	(410) 842-4000	DELAWARE							Limited Partnership		withinFiveYears	2026
0002117064-26-000001	YES	101	0002117064	CES Properties Fund LVII (Ruby Loan 2) LLC	12301 NE 10TH PL STE 303		BELLEVUE	WA	WASHINGTON	98005	425-454-7000	WASHINGTON							Limited Liability Company		withinFiveYears	2026
0002113463-26-000001	YES	101	0002113463	SSC Apartments Phase 2, LLC	150 E. 4TH PLACE, SUITE 600		SIOUX FALLS	SD	SOUTH DAKOTA	57104	605-275-3170	SOUTH DAKOTA							Limited Liability Company		withinFiveYears	2026
0001425432-26-000001	YES	101	0001425432	INCA Latin American Fund, LP	C/O INCA MANAGEMENT LLC	78 SW 7TH STREET, SUITE 800	MIAMI	FL	FLORIDA	33130	(305) 722-4300	DELAWARE				INCA LATIN AMERICAN SMALL CAP FUND LP			Limited Partnership		overFiveYears	
0001767214-26-000003	YES	101	0001767214	FarmTogether, Inc.	16192 COASTAL HIGHWAY		LEWES	DE	DELAWARE	19958-3608	415 876 5587	DELAWARE							Corporation		overFiveYears	
0001844851-26-000001	YES	101	0001844851	Wallace Hart Momentum Fund, LP	1792 ALYSHEBA WAY	SUITE 390	LEXINGTON	KY	KENTUCKY	40509	859-300-3030	DELAWARE							Limited Partnership		withinFiveYears	2021
0002117111-26-000001	YES	101	0002117111	CES Properties Fund LV (TEPF 7) LLC	12301 NE 10TH ST STE 303		BELLEVUE	WA	WASHINGTON	98005	425-454-7000	WASHINGTON							Limited Liability Company		withinFiveYears	2026
0002122956-26-000001	YES	101	0002122956	Blueskye SPV Fund VII LLC	618 E. SOUTH ST	STE 500	ORLANDO	FL	FLORIDA	32801	3214434723	FLORIDA							Limited Liability Company		withinFiveYears	2026
0002123154-26-000001	YES	101	0002123154	Yard Fund I, LP	6160 WARREN PARKWAY SUITE 100		FRISCO	TX	TEXAS	75034	469-995-8900	DELAWARE							Limited Partnership		withinFiveYears	2026
0000861967-26-000001	YES	101	0000861967	WOLTERS KLUWER N V /FI	ZUIDPOOLSINGEL 2		ALPHEN AAN DEN RIJN	P7	NETHERLANDS	2408 ZE	2128948438	NETHERLANDS	WOLTERS KLUWER N V /FI			WOLTERS KLUWER N V                                      /FI			Corporation		overFiveYears	
0001099910-26-000127	YES	101	0002122355	Red Sea Grove Holdings, LLC	8825 N 23RD AVE,	STE 100	PHOENIX	AZ	ARIZONA	85021	480-463-0943	ARIZONA							Limited Liability Company		withinFiveYears	2026
0002120649-26-000001	YES	101	0002120649	MVPFROD26, a series of MVP II Co-Invest LLC	1300 EL CAMINO REAL	STE 100	MENLO PARK	CA	CALIFORNIA	94025	415-509-4532	DELAWARE							Limited Liability Company		withinFiveYears	2026
0002123073-26-000001	YES	101	0002123073	Atrium Residential Fund, LLC	713 18TH AVE S.		NASHVILLE	TN	TENNESSEE	37203	615-961-4296	DELAWARE							Limited Liability Company		withinFiveYears	2026
0000919574-26-001820	YES	101	0001458427	Symmetry Peak Ltd.	C/O ACUMEN LTD., BURNABY BUILDING	16 BURNABY STREET	HAMILTON	D0	BERMUDA	HM 11	484-588-4116	BERMUDA							Other	Bermuda Exempted Company	overFiveYears	
0000902664-26-001711	YES	101	0001599914	Carrhae Capital Long Fund Ltd	C/O CARRHAE CAPITAL LONG FUND LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44-20-3205-4888	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002121534-26-000001	YES	101	0002121534	Conquer Caboose, LLC	1200 N.W. 63RD STREET SUITE 300		OKLAHOMA CITY	OK	OKLAHOMA	73116	(405) 203-7888	OKLAHOMA							Limited Liability Company		withinFiveYears	2026
0002122859-26-000001	YES	101	0002122859	QC Liquidity Fund LLC	8350 ARROWRIDGE BLVD.	1A-9	CHARLOTTE	NC	NORTH CAROLINA	28273	704-557-6070	WYOMING							Limited Liability Company		withinFiveYears	2025
0002086180-26-000001	YES	101	0002086180	Inland Jersey City Multifamily DST	C/O INLAND PRIVATE CAPITAL CORPORATION	2901 BUTTERFIELD ROAD	OAK BROOK	IL	ILLINOIS	60523	(630) 218-8000	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2025
0000919574-26-001818	YES	101	0001289575	Symmetry Peak, LP	SYMMETRY PEAK CAPITAL, LLC	555 EAST LANCASTER AVENUE, SUITE 660	RADNOR	PA	PENNSYLVANIA	19087	484-588-4116	DELAWARE				Symmetry Peak L P			Limited Partnership		overFiveYears	
0002122955-26-000001	YES	101	0002122955	Blueskye SPV Fund VI LLC	618 E. SOUTH ST	STE 500	ORLANDO	FL	FLORIDA	32801	3214434723	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002121601-26-000001	YES	101	0002121601	Sandbridge Consumer (Parallel) Fund IV, LP	1999 AVENUE OF THE STARS, SUITE 2088		LOS ANGELES	CA	CALIFORNIA	90067	(424) 208-8488	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	withinFiveYears	2026
0002111799-26-000001	YES	101	0002111799	U.S. Virgin Islands Bank of Commerce	2088 WEST CEDAR LANE SW		ATLANTA	GA	GEORGIA	30311	404-731-1119	VIRGIN ISLANDS, U.S.							Corporation		yetToBeFormed	
0002122954-26-000001	YES	101	0002122954	Blueskye SPV Fund V LLC	618 E. SOUTH ST	STE 500	ORLANDO	FL	FLORIDA	32801	3214434723	FLORIDA							Limited Liability Company		withinFiveYears	2025
0001013594-26-000374	YES	101	0001513849	Glazer Enhanced Offshore Fund, Ltd.	CLIFTON HOUSE, 75 FORT STREET	BOX 1350	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	345-949-4900	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0001013594-26-000373	YES	101	0001510312	Glazer Enhanced Fund, L.P.	250 W. 55TH STREET, SUITE 30A		NEW YORK	NY	NEW YORK	10019	212-808-7304	DELAWARE							Limited Partnership		overFiveYears	
0002057288-26-000002	YES	101	0002057288	Union Multifamily DST	C/O INLAND PRIVATE CAPITAL CORPORATION	2901 BUTTERFIELD ROAD	OAK BROOK	IL	ILLINOIS	60523	(630) 218-8000	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2024
0002121569-26-000001	YES	101	0002121569	SANDBRIDGE CONSUMER FUND IV, LP	1999 AVENUE OF THE STARS, SUITE 2088		LOS ANGELES	CA	CALIFORNIA	90067	(424) 208-8488	DELAWARE							Limited Partnership		withinFiveYears	2025
0002118029-26-000001	YES	101	0002118029	Alpha AI Architecture Fund, L.P.	19F, B WING, KYOBO TOWER, 465	GANGNAM-DAERO, SEOCHO-GU	SEOUL	M5	KOREA, REPUBLIC OF	06611	82-2-3484-9080	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2026
0002122953-26-000001	YES	101	0002122953	Blueskye SPV Fund IV LLC	618 E. SOUTH ST	STE 500	ORLANDO	FL	FLORIDA	32801	3214434723	FLORIDA							Limited Liability Company		withinFiveYears	2025
0001806617-26-000002	YES	101	0001806617	Audacity Fund, L.P.	228 PARK AVE S	SUITE 31616	NEW YORK	NY	NEW YORK	10003	214-234-9900	DELAWARE							Limited Partnership		overFiveYears	
0001994083-26-000001	YES	101	0001994083	Aristides Fund Cayman Ltd.	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, P.O. BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	(345) 949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2023
0001579246-26-000001	YES	101	0001579246	WILLIAM JAMES CAPITAL, L.P.	19865 S.W. 264 STREET		REDLANDS	FL	FLORIDA	33031	305-302-4631	DELAWARE							Limited Partnership		overFiveYears	
0002078013-26-000002	YES	101	0002078013	IvyBee, Inc.	17217 WATERVIEW PARKWAY	SUITE 1.202	DALLAS	TX	TEXAS	75252	469-450-1849	DELAWARE				Pedegree Studios, Inc.			Corporation		withinFiveYears	2025
0001602063-26-000001	YES	101	0001602063	Aristides Fund QP, LP	C/O ARISTIDES CAPITAL LLC	552 E MARKET ST, STE 200	LOUISVILLE	KY	KENTUCKY	40202	(502) 694-8001	DELAWARE							Limited Partnership		overFiveYears	
0002117119-26-000001	YES	101	0002117119	It's A UK Musical Ltd Liability Co	561 SEVENTH AVENUE	3RD FLOOR	NEW YORK	NY	NEW YORK	10018	212-391-8227	NEW YORK							Limited Liability Company		withinFiveYears	2026
0002109833-26-000001	YES	101	0002109833	PetCentric Health LLC	104 S MAIN ST		GREENVILLE	SC	SOUTH CAROLINA	29601	6782966315	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2021
0002107632-26-000001	YES	101	0002107632	HPI Farmhouse DST	2 HUNTLEY RD		OLD LYME	CT	CONNECTICUT	06371	(860) 598-4300	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2025
0002113921-26-000001	YES	101	0002113921	Gaingels Carbon Crusher 2026 LLC	C/O GAINGELS MANAGEMENT LLC	3 MAIN STREET - SUITE 214	BURLINGTON	VT	VERMONT	05401	773 837 1889	VERMONT							Limited Liability Company		withinFiveYears	2026
0001437644-26-000001	YES	101	0001437644	ARISTIDES FUND LP	C/O ARISTIDES CAPITAL LLC	552 E MARKET ST, STE 200	LOUISVILLE	KY	KENTUCKY	40202	(502) 694-8001	DELAWARE							Limited Partnership		overFiveYears	
0002093998-26-000002	YES	101	0002093998	SPV 1025, a series of Harris Austin, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002107887-26-000001	YES	101	0002107887	MO-0113 Fund I, a series of Cool Climate Collective, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2026
0002117076-26-000001	YES	101	0002117076	Back On The Block Ltd Liability Co	561 SEVENTH AVENUE	3RD FLOOR	NEW YORK	NY	NEW YORK	10036	212-391-8227	NEW YORK							Limited Liability Company		withinFiveYears	2026
0002122952-26-000001	YES	101	0002122952	Blueskye SPV Fund III LLC	618 E. SOUTH ST	STE 500	ORLANDO	FL	FLORIDA	32801	3214434723	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002118747-26-000001	YES	101	0002118747	PROMPTPATH.AI INC.	14425 Falcon Head Blvd, Bldg. E	Suite 100	AUSTIN	TX	TEXAS	78738	608-400-4123	DELAWARE							Corporation		withinFiveYears	2023
0001707982-26-000001	YES	101	0001707982	Gold Coast Multi-Asset Fund, L.P.	575 Jericho Turnpike	Suite 307	Jericho	NY	NEW YORK	11753	516-274-9870	DELAWARE							Limited Partnership		overFiveYears	
0002094418-26-000001	YES	101	0002094418	AZORA SOUTHERN EUROPE OPPORTUNITIES III S.C.A. SICAV-RAIF	60, avenue J.F. Kennedy		LUXEMBOURG	N4	LUXEMBOURG	L-1855	34 689 119597	LUXEMBOURG							Limited Partnership		withinFiveYears	2025
0000945621-26-000470	YES	101	0001398397	Verdis Hedged Strategies Fund, L.P.	ONE TOWER BRIDGE	100 FRONT STREET, SUITE 1150	West Conshohocken	PA	PENNSYLVANIA	19428	(610) 397-1600	DELAWARE				Verdis Hedged Strategies Fund LP	Verdis Wealth Hedged Strategies Fund LP		Limited Partnership		overFiveYears	
0000945621-26-000469	YES	101	0001421971	VERDIS OPPORTUNISTIC GLOBAL EQUITY PARTNERS, L.P.	ONE TOWER BRIDGE	100 FRONT STREET, SUITE 1150	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	(610) 397-1600	DELAWARE				VERDIS OPPORTUNISTIC GLOBAL EQUITY PARTNERS LP			Limited Partnership		overFiveYears	
0002114522-26-000001	YES	101	0002114522	EquityZen Growth Technology Fund LLC - Series 2257	1 NEW YORK PLAZA	12TH FLOOR	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002113963-26-000001	YES	101	0002113963	DA-0202 Fund II, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2026
0000902664-26-001708	YES	101	0001599934	Carrhae Capital Long Master Fund Ltd	C/O CARRHAE CAPITAL LONG MASTER FUND LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	44-20-3205-4888	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0000919574-26-001814	YES	101	0002062901	Driver Opportunity Partners III LP	1266 EAST MAIN STREET	SUITE 700R	STAMFORD	CT	CONNECTICUT	06902	646-360-0791	DELAWARE							Limited Partnership		withinFiveYears	2024
0001104659-26-032487	YES	101	0001827788	Social Capital Fund	333 SMITH STREET		PROVIDENCE	RI	RHODE ISLAND	02908	(866) 584-3651	RHODE ISLAND							Corporation		overFiveYears	
0002113973-26-000001	YES	101	0002113973	PU-0205 Fund I, a series of Zachary Ginsburg Funds, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2026
0001892529-26-000001	YES	101	0001892529	BASCOM VALUE ADDED APARTMENT INVESTORS VI, LLC	7 CORPORATE PARK, SUITE 100		IRVINE	CA	CALIFORNIA	92606	949-955-0888	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002120537-26-000001	YES	101	0002120537	Activant Capital VI Opportunities I, LP	17 OLD KINGS HIGHWAY SOUTH, SUITE 220		DARIEN	CT	CONNECTICUT	06820	518-526-2846	DELAWARE							Limited Partnership		withinFiveYears	2026
0001913212-26-000001	YES	101	0001913212	Shadowridge Apex Fund LP	1001 S. CAPITAL OF TEXAS HWY.	M100	AUSTIN	TX	TEXAS	78746	512-858-8954	DELAWARE							Limited Partnership		withinFiveYears	2021
0002121532-26-000001	YES	101	0002121532	Galatiq Inc.	7001 BURNET ROAD, STE. 218		AUSTIN	MA	MASSACHUSETTS	78757	214-864-6253	DELAWARE							Corporation		withinFiveYears	2025
0001405086-26-000169	YES	101	0001548913	GAVEKAL CHINA FIXED INCOME FUND	C/O SOCIETE GENERALE SEC. SVCS	IFSC HOUSE, 3D FL, INTL FINL SVCS CENTRE	DUBLIN	L2	IRELAND	DUBLIN 1	1-353-1-6750300	IRELAND				MW GAVEKAL CHINA FIXED INCOME FUND			Corporation		overFiveYears	
0001405086-26-000168	YES	101	0001548914	GAVEKAL ASIAN OPPORTUNITIES UCITS FUND	C/O SOCIETE GENERALE SEC. SVCS	IFSC HOUSE, 3D FL, INTL FINL SVCS CENTRE	DUBLIN	L2	IRELAND	DUBLIN 1	1-353-1-6750300	IRELAND				MW GAVEKAL ASIAN OPPORTUNITIES UCITS FUND			Corporation		overFiveYears	
0001720553-26-000001	YES	101	0001720553	Phenom Resources Corp.	1100 - 1099 WEST HASTINGS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 3T5	604-340-7711	BRITISH COLUMBIA, CANADA	Appleton Exploration Inc.			First Vanadium Corp.	Cornerstone Metals Inc.		Corporation		overFiveYears	
0000945621-26-000468	YES	101	0001808105	Cheyne Global Equity Feeder Fund, a sub-fund of Cheyne Select Feeder Fund ICAV	5 EARLSFORT TERRACE		DUBLIN 2	L2	IRELAND	00000	44 20 7968 7378	IRELAND							Other	Open-ended fund of umbrella Irish collective asset-management vehicle with segregated liability	overFiveYears	
0000945621-26-000467	YES	101	0001852512	Cheyne Thematic Long Short Equity Fund Cayman Feeder L.P.	94 SOLARIS AVENUE, CAMANA BAY	BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	44 20 7968 7376	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0000945621-26-000466	YES	101	0001852468	Cheyne Global Equity Feeder Fund L.P.	94 SOLARIS AVENUE, CAMANA BAY	BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	44 20 7968 7376	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0000945621-26-000465	YES	101	0001852458	Cheyne Total Return Credit Fund L.P.	94 SOLARIS AVENUE, CAMANA BAY	BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	44 20 7968 7376	CAYMAN ISLANDS							Limited Partnership		overFiveYears	
0001939815-26-000001	YES	101	0001939815	Verility, Inc.	2955 E 625 N		GREENFIELD	IN	INDIANA	46140	317-997-2651	DELAWARE							Corporation		withinFiveYears	2022
0001911498-26-000003	YES	101	0001911498	AGC KSLCP VI, LLC	137 BENCHMARK ROAD	SUITE C103B-2	AVON	CO	COLORADO	81620	970-688-4188	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002113956-26-000001	YES	101	0002113956	Varadh & Evan Fund I, a series of First Call Capital, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002122800-26-000001	YES	101	0002122800	PI-0305 Fund I, a series of Ventioneers Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002100609-26-000002	YES	101	0002100609	NE-1127 Fund I, a series of AUM VC Fund, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2026
0001920101-26-000002	YES	101	0001920101	AGC Blockchain, LLC	137 BENCHMARK ROAD	SUITE C103B-2	AVON	CO	COLORADO	81620	970-688-4188	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002090896-26-000002	YES	101	0002090896	LE-0916 Fund I, a series of Bambu Investments, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002119787-26-000001	YES	101	0002119787	AR-0302 Fund I, a series of Exoscaleton, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002068969-26-000002	YES	101	0002068969	BR-0326 Fund I, a series of Exitfund Venture, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
0002116800-26-000001	YES	101	0002116800	FI-0220 Gaingels Fund III, a series of Zachary Ginsburg Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2026
