ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0001798793-26-000001	101	Nature's Toolbox, Inc.	Joan Haab	Joan Haab	CEO	2026-02-04
0002105480-26-000001	101	WSR Capital Holdings LLC	Mark Sharman	Mark Sharman	CEO	2026-02-04
0001420108-26-000001	101	Glucose Health, Inc.	/s/ Mark Schaftlein	Mark Schaftlein	CEO	2026-02-04
0002109441-26-000001	101	MPC FED 2026 NMTC Fund I, LLC	George L. Strobel, II	George L. Strobel, II	Executive Director	2026-02-04
0002109370-26-000001	101	Tru Harvest Dynamo LLC	Michelle Casillas	Michelle Casillas	By POA from Miles Thompson, Manager	2026-02-04
0002109495-26-000001	101	UIG Fund, L.P.	/s/ Benjamin Lyons	Benjamin Lyons	Managing Member of General Partner	2026-02-04
0001493152-26-005104	101	Stony Point Buligo LP	/s/ Itay Goren	Itay Goren	Executive Officer	2026-02-04
0001268624-26-000003	101	BURGUNDY FUNDS DST SMALLER COMPANIES PORTFOLIO	/s/ David Borg	David Borg	VP, Head of Operations	2026-02-04
0002108676-26-000001	101	Galaxy Opportunistic Fund V, LP	/s/ William Burt	William Burt	Authorized Signatory of General Partner	2026-02-04
0002103825-26-000001	101	BANNER APOLLO 30TH STREET HOLDING, LLC	Trenton Acuff	Trenton Acuff	President of the Issuer	2026-02-04
0002040064-26-000002	101	Magic Cactus Co Inc.	/s/ Jonny Locarni	Jonny Locarni	President	2026-02-04
0002106041-26-000001	101	Scarfe Technologies, Inc.	Matthew Sloane	Matthew Sloane	CEO	2026-02-04
0001790250-26-000001	101	Triple V Partners, LP	Richard Westmark	Richard Westmark	Manager	2025-12-29
0002104722-26-000001	101	DexMat, Inc.	/s/ Bryan Guido Hassin	Bryan Guido Hassin	CEO	2026-02-04
0001477932-26-000627	101	Hixwood CFS Partners, LLC	/s/ Kent Madsen	Kent Madsen	Manager of Manager Hixwood CFS Management, LLC	2026-02-04
0001735065-26-000001	101	Southwest Surgery Center, LLC	/s/ Meagan O. Davis	Meagan O. Davis	Attorney for Issuer	2026-02-04
0002065556-26-000004	101	HSREP X Co-Investment, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Authorized Signatory of the General Partner	2026-02-04
0002065556-26-000004	102	HSREP X Co-Investment F1, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Authorized Signatory of the General Partner	2026-02-04
0001519370-26-000004	101	Nine Masts Feeder Fund One	Bing Wang	Bing Wang	Director	2026-02-04
0002097494-26-000002	101	Embassy Ventures I, L.P.	/s/ Helena Gagern	Helena Gagern	Manager of the Issuer	2026-02-04
0001231919-26-000109	101	Overmatch Fund II, LP	/s/ Evan Loomis	Evan Loomis	Manager of the General Partner of the Issuers	2026-02-04
0001231919-26-000109	102	Overmatch Fund II-A, LP	/s/ Evan Loomis	Evan Loomis	Manager of the General Partner of the Issuers	2026-02-04
0002108863-26-000001	101	BDT & MSD RSLP (G) REIT I, LLC	Robert Simonds	Robert Simonds	Director	2026-02-04
0002108862-26-000001	101	BDT & MSD RCOF III CREDIT REIT, LLC	Robert Simonds	Robert Simonds	Director	2026-02-04
0002065554-26-000004	101	Harrison Street Real Estate Partners X, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Authorized Signatory of the General Partner	2026-02-04
0002065554-26-000004	102	HSREP X F1, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Authorized Signatory of the General Partner	2026-02-04
0002065554-26-000004	103	HSREP X F2, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Authorized Signatory of the General Partner	2026-02-04
0001297856-26-000003	101	Burgundy Funds DST Small/Mid Cap Portfolio	/s/ David Borg	David Borg	VP, Head of Operations	2026-02-04
0001899888-26-000003	101	Harrison Street Infrastructure Fund T, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner	2026-02-04
0001744140-26-000003	101	HARRISON STREET INFRASTRUCTURE FUND B, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner	2026-02-04
0001744139-26-000003	101	HARRISON STREET INFRASTRUCTURE FUND A, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner	2026-02-04
0002074607-26-000001	101	IronTech Resources, LLC	David H. Scriven	/s/ David H. Scriven	CEO	2026-02-04
0001744138-26-000003	101	HARRISON STREET INFRASTRUCTURE FUND, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner	2026-02-04
0001861594-26-000002	101	Invesco Multi-Alternative Income Fund (Cayman) L.P.	/S/ Hormoz Haghbin	HORMOZ HAGHBIN	SENIOR VP OF THE MANAGING MEMBER OF THE GP OF THE ISSUER	2026-02-04
0002109473-26-000001	101	Photon II SPV LP	Fitzann Reid	Fitzann Reid	GENERAL COUNSEL AND CHIEF COMPLIANCE OFFICER	2026-02-04
0002103873-26-000001	101	Baltimore UP LLC	/s/ Andrew Kaufmann	Andrew Kaufmann	President	2026-02-04
0001539224-26-000003	101	Burgundy Funds, DST - Emerging Markets Portfolio	/s/ David Borg	David Borg	VP, Head of Operations	2026-02-04
0002109381-26-000001	101	VALKEA RESOURCES CORP.	/s/Chris Donaldson	Chris Donaldson	Chief Executive Officer	2026-02-04
0002105014-26-000001	101	Whiteroan Castello MP Investors LLC	/s/ Rodrigo Real	Rodrigo Real	Administrative Member of Sole Member of Manager of Issuer	2026-02-03
0002068670-26-000001	101	HYPRLABS INC.	Tim Kentley Klay	Tim Kentley Klay	Chief Executive Officer	2026-02-04
0002109015-26-000001	101	Private Debt SMA (TMD) SLP	Nathan Brown	Nathan Brown	Manager of the Issuer's General Partner	2026-02-04
0001340769-26-000003	101	BURGUNDY FUNDS DST-EAFE PORTFOLIO	/s/ David Borg	David Borg	VP, Head of Operations	2026-02-04
0002096456-26-000002	101	TrueMeter, Inc.	Ali Sarilgan	Ali Sarilgan	Chief Executive Officer	2026-02-04
0002109183-26-000001	101	PN Ventures, LLC	Adam A. Thomarios	Adam A. Thomarios	President	2026-02-04
0002105008-26-000001	101	Whiteroan Crans Montana Investors LLC	/s/ Rodrigo Real	Rodrigo Real	Administrative Member of Sole Member of Manager of Issuer	2026-02-03
0002103502-26-000001	101	M&O Healthcare Real Estate Fund I, LP	/s/ John C. Carter	John C. Carter	President & CEO of the Issuer's General Partner	2026-02-04
0002103355-26-000001	101	MCP VR Fund V, L.P.	DANIEL COLLIN	DANIEL COLLIN	MANAGING DIRECTOR OF THE GP OF THE GP OF THE ISSUER	2026-01-16
0001526475-26-000002	101	NICOLA MINING INC.	/s/ Sam Wong	Sam Wong	CFO	2026-02-04
0000902664-26-000696	101	Alpha Wave Partners, LLC	/s/ Rick Gerson	Rick Gerson	Managing Member of Alpha Wave Manager, LLC	2026-02-04
0002090026-26-000001	101	EMIP 23, LLC	Charles Clinton	Charles Clinton	CEO	2026-02-04
0001889042-26-000005	101	Bright Silicon Technologies, Inc.	Jeffrey Lang	Jeffrey Lang	Chief Executive Officer	2026-02-04
0001873789-26-000003	101	Harrison Street Canada Alternative Real Estate Trust	/s/ Stephen M. Gordon	Stephen M. Gordon	Director of the Manager	2026-02-04
0002104334-26-000002	101	Minds Flagship 2 LP	/s/ Niklas James	Niklas James	Manager of Minds Capital GP LLC, Issuer's General Partner	2026-02-04
0001013594-26-000148	101	Mendon Ventures FinTech Fund II LP	/s/ John Clausen	John Clausen	Founding Member of the Issuer's General Partner	2026-02-04
0002107683-26-000001	101	HVP VI Co-Investor 1 REIT LLC	Thomas D. McCarthy	Thomas D. McCarthy	Executive Vice President & Secretary of the Issuer	2026-02-04
0001873787-26-000003	101	Harrison Street Canada Alternative Real Estate Fund, L.P.	/s/ Stephen M. Gordon	Stephen M. Gordon	Manager of the General Partner	2026-02-04
0002051999-26-000001	101	Prime Buchholz LLC	William F. McCarron	William F. McCarron	President	2026-02-04
0001741120-26-000003	101	Harrison Street Core Property Fund F, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner	2026-02-04
0000912282-26-000246	101	Toro Silver Corp.	/s/ Darwin Green	Darwin Green	CEO & Director	2026-02-02
0001679254-26-000003	101	HARRISON STREET CORE PROPERTY FUND C, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner of the Issuer	2026-02-04
0001560727-26-000003	101	HARRISON STREET CORE PROPERTY FUND A, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner of the Issuer	2026-02-04
0002026113-26-000004	101	BKAI Leaderly, LLC	Robert W. Holmes	Robert W. Holmes	President	2026-02-04
0001535350-26-000003	101	Harrison Street Core Property Fund, L.P.	/s/ Christopher N. Merrill	Christopher N. Merrill	Manager of the General Partner of the Issuer	2026-02-04
0002099566-26-000004	101	PBR BP LLC	/s/ Kirk Carson	Kirk Carson	Authorized Signatory of the Issuer	2026-02-04
0001740060-26-000001	101	Myota, Inc.	James C. Walker	James C. Walker	Chief Executive Officer	2026-02-04
0001023656-26-000001	101	RGIP, LP	PAUL F. VAN HOUTEN	PAUL F. VAN HOUTEN	MANAGING MEMBER OF THE GENERAL PARTNER	2026-02-04
0002107675-26-000001	101	Caffeinated Capital Growth Fund I, LP	/s/ Raymond Tonsing	Raymond Tonsing	Managing Member of the General Partner	2026-02-04
0002105049-26-000002	101	ReefHaven Ventures, a Series of Decile Start Fund, LP	Long Pham	Long Pham	Managing Partner of the Manager of the General Partner	2026-02-04
0002108950-26-000001	101	iCapital-Apollo Overseas Partners XI Access Fund, L.P.	Lauren Unger	Lauren Unger	Authorized Signatory of the General Partner of the Issuer	2026-02-04
0002060755-26-000011	101	Conexeu Sciences Inc.	/s/ Jeff Sharpe	Jeff Sharpe	Director	2026-02-03
0001405778-26-000005	101	SWNB BANCORP INC	Carol Chen	Carol Chen	Chief Financial Officer	2026-02-04
0002109206-26-000001	101	VRE Fund 1 LLC	/S/ Joseph R Luna	Joseph R Luna	By POA from Maximilian Vollmer, Manager	2026-02-04
0002107396-26-000002	101	Gilgamesh Pharma Inc.	Jonathan Sporn /s/	Jonathan Sporn	CEO	2026-02-04
0002107396-26-000001	101	Gilgamesh Pharma Inc.	Jonathan Sporn /s/	Jonathan Sporn	CEO	2026-02-04
0001093094-26-000011	101	Phyto Teq, Inc.	John R. Munoz	John R. Munoz	CFO	2026-02-04
0001405086-26-000082	101	Multi-Advisor Funds Global Sustainable Infrastructure Fund	/s/Melissa A. Standring	MELISSA A. STANDRING	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000081	101	MULTI-ADVISOR FUNDS GLOBAL EMERGING MARKETS GROWTH FUND	/s/Melissa A. Standring	MELISSA A. STANDRING	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000080	101	Multi-Advisor Funds Covered Call Equity Income Fund	/s/Melissa A. Standring	Melissa A. Standring	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000079	101	Multi-Advisor Funds Concentrated High Yield & Leveraged Loan Fund	/s/Melissa A. Standring	MELISSA A. STANDRING	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000078	101	MULTI-ADVISOR FUNDS ENERGY INFRASTRUCTURE FUND - EAGLE GLOBAL ADVISORS, LLC	/s/Melissa A. Standring	MELISSA A. STANDRING	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000077	101	MULTI-ADVISOR FUNDS GLOBAL EMERGING MARKETS FUND	/s/Melissa A. Standring	Melissa A. Standring	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000076	101	MULTI-ADVISOR FUNDS GLOBAL EQUITY FUND-GENERATION INVESTMENT MANAGEMENT US LLP	/s/Melissa A. Standring	Melissa A. Standring	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000075	101	MULTI-ADVISOR FUNDS GLOBAL EMERGING MARKETS EQUITY FUND - AXIOM INVESTORS	/s/Melissa A. Standring	Melissa A. Standring	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0001405086-26-000074	101	MULTI-ADVISOR FUNDS INTERNATIONAL EQUITY VALUE FUND	/s/Melissa A. Standring	Melissa A. Standring	SENIOR VICE PRESIDENT OF NORTHERN TRUST INVESTMENTS, INC.	2026-02-04
0002109282-26-000001	101	One to One Health, Inc.	/s/David Kinzler	David Kinzler	Chief Executive Officer	2026-02-04
0002107678-26-000001	101	Caffeinated Capital Seed Fund VI, LP	/s/ Raymond Tonsing	Raymond Tonsing	Managing Member of the General Partner	2026-02-04
0002052423-26-000002	101	Ironsides Opportunities Fund III, L.P.	DANIEL M. CAHILL	DANIEL M. CAHILL	AUTHORIZED PERSON	2026-02-04
0002109001-26-000001	101	MVPVALA25, a series of MVP II Co-Invest LLC	/s/Andre de Baubigny	Andre de Baubigny	Manager of the Manager of the Issuer	2026-02-04
0002109430-26-000001	101	MPC FED 2026 Energy Fund Bravo, LLC	George L. Strobel, II	George L. Strobel, II	Executive Director	2026-02-04
0002017281-26-000001	101	Photon I SPV LP	Fitzann Reid	Fitzann Reid	GENERAL COUNSEL AND CHIEF COMPLIANCE OFFICER	2026-02-04
0000919574-26-000604	101	Verso Alpha Driven Returns LP	/s/ Michael Siliciano	Michael Siliciano	Managing Member of the General Partner	2026-02-04
0002107640-26-000001	101	Primus Pebble Creek LLC	/s/ Nathan D. Johnson	Nathan D. Johnson	Corporate Secretary	2026-02-04
0002109153-26-000001	101	ARM Investment Fund LP	Hasan Zakaria	Hasan Zakaria	corporate secretary	2026-02-04
0002108954-26-000001	101	Auto Clubhouse Charlotte LLC	/s/ Todd C. Marshall	Todd C. Marshall	Manager of Auto Clubhouse Properties, LLC, Manager of Issuer	2026-02-04
0001221469-26-000001	101	ECF VALUE FUND INTERNATIONAL LTD	/s/Marc Blatter	Marc Blatter	CFO of the Investment Manager	2026-02-04
0002108987-26-000001	101	Integrated Communications Solutions, Inc.	Ronny A. Wilson	Ronny A. Wilson	CEO	2026-02-04
0002109354-26-000001	101	Industrial Midwest Growth Turbine LLC	Natalia Ojeda	Natalia Ojeda	By POA from Tait Duryea, Manager	2026-02-04
0001315863-26-000118	101	Blue Glacier Fund, L.P.	/s/ Nicola Santoro Jr.	Nicola Santoro Jr.	Chief Financial Officer of the GP of Issuer	2026-02-04
0001910163-26-000001	101	Praetorian Capital Offshore Ltd.	Paul Zavaliy	Paul Zavaliy	Director	2026-01-29
0002106647-26-000001	101	ACS SPV II, LLC	Sean Grant	Sean Grant	Managing Member of Managing Member of Issuer	2026-02-04
0002109243-26-000001	101	108 BioCapital Growth Fund, LP	Steve Ward	Steve Ward	Chief Financial Officer	2026-02-03
0001270166-26-000001	101	ECF VALUE FUND II LP	/s/Marc Blatter	Marc Blatter	CFO of the Managing Member of the GP of the Issuer	2026-02-04
0002097315-26-000001	101	Series 59-1, a series of StartEngine Private LLC	Howard Marks	Howard Marks	Director	2026-02-04
0002100790-26-000001	101	AGIGA, INC.	/s/ Xiaoran Wang	Xiaoran Wang	CEO	2026-02-04
0002098306-26-000001	101	Roo Capital Discovery II Warehouse, L.P.	/s/ Carlos Ramon	Carlos Ramon	Partner, CFO & CCO	2026-02-04
0002099973-26-000001	101	NORDIC FALK LLC	Jeff Derus	Jeff Derus	Manager Nordic Falk Manager LLC its Manager	2026-02-04
0002103986-26-000004	101	Mercor.io Corp	/s/Matthew Pelnar	Matthew Pelnar	Legal Counsel	2026-02-04
0002051261-26-000001	101	Liberty Ventures Fund I, LP	Alexander McCobin	Alexander McCobin	Managing Partner of the Manager of the General Partner	2026-02-04
0002104465-26-000002	101	WW Positron a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2026-02-04
0001315863-26-000117	101	Crestline Eagle Creek, L.P.	/s/ Nicola Santoro Jr.	Nicola Santoro Jr.	Chief Financial Officer of the GP of the GP of Issuer	2026-02-04
0001361105-26-000001	101	ECF VALUE FUND L P	/s/Marc Blatter	Marc Blatter	CFO of the Managing Member of the GP of the Issuer	2026-02-04
0002107435-26-000002	101	DPV Tensorwv B2 a Series of DataPower Capital Partners LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2026-02-04
0002109359-26-000001	101	Perridon Opportunities II a series of Perridon Ventures LLC	Richard Thoms	Richard Thoms	Manager of the Issuer's Managing Member	2026-02-04
0001315863-26-000116	101	CL Forgotten Coast Fund, L.P.	/s/ Nicola Santoro Jr.	Nicola Santoro Jr.	CFO of RC Jetty GP LLC, the GP of the GP of the Issuer	2026-02-04
0002108953-26-000001	101	Bergamot Axispoint LLC	/s/ Christopher Liong	Christopher Liong	Managing Member of Manager of Issuer	2025-12-20
0002107937-26-000001	101	Sync.VC Apptronik SPV a series of Allocations 2026 Master, LLC	Richard Thoms	Richard Thoms	Manager of the Issuer's Managing Member	2026-02-04
0000945621-26-000149	101	Crescent Private Lending Evergreen Levered Fund (Delaware) LP	/s/ Tyrone Chang	Tyrone Chang	Managing Director of the Investment Manager	2026-02-04
0002109054-26-000001	101	AKD Holdings-1 LP	Nigel Woods	Nigel Woods	Director of AKD Finance Corporation DAC	2026-02-04
0002109362-26-000001	101	WAGMI 188 - WAGMI Master LLC	Richard Thoms	Richard Thoms	Manager of the Issuer's Managing Member	2026-02-04
0002068047-26-000001	101	CNW Capital Fund LLC	Calvin Neil Williams	Calvin Neil Williams	Director	2026-02-04
0002107826-26-000001	101	Loman Broadway Ltd Liability Co	/s/ Joseph Christopher	Joseph Christopher	Authorized Signatory	2026-02-03
0002109335-26-000001	101	Granite Falls DCC Investors, LLC	Lucas Leifeld	Lucas Leifeld	Manager	2026-02-04
0002109284-26-000001	101	AP Mortgage LLC	Bryan S Fair	Bryan Scott Fair	President of Manager	2026-02-04
0002107985-26-000001	101	anana group, Inc.	Blake Takushi	Blake Takushi	Director	2026-02-04
0001566114-26-000011	101	Qualis Holdings, LLC	/s/ Michael Ivey	Michael Ivey	Treasurer	2026-02-04
0002109331-26-000001	101	SYNTIN INC.	James E. Jenkins	James E. Jenkins	CFO	2026-02-04
0001662839-26-000001	101	Makalu Global Equity Offshore Fund, Ltd.	/s/ Rohit Sah	Rohit Sah	Director	2026-02-04
0001662840-26-000001	101	Makalu Global Equity Fund, L.P.	/s/ Rohit Sah	Rohit Sah	Managing Member of the Issuer's General Partner	2026-02-04
0000926877-26-000001	101	FT Vest Hedged Equity Income Fund: Series A4	/s/ Chad Eisenberg	Chad Eisenberg	Treasurer	2026-02-04
0002107322-26-000002	101	YVC, Inc. /WY	N.M.	Nathaniel Maranwe	Board Member	2026-02-04
0001726411-26-000002	101	Affective Software, Inc.	/s/ Rafael Lisitsa	Rafael Lisitsa	Chief Executive Officer	2026-02-03
0002060639-26-000001	101	SPACE-3, a series of ALEXTAR VC, LLC	Taras Chumachenko	Taras Chumachenko	Manager	2026-02-04
0001013594-26-000141	101	Kalka Focus Fund, LP	/s/ Weidong Huang	Weidong Huang	Managing Member of the General Partner of the Issuer	2026-02-04
0002107322-26-000001	101	YVC, Inc. /WY	N.M.	Nathaniel Maranwe	Board Member	2026-02-04
0002107363-26-000001	101	Cameron High Grove Farms III, LLC	/s/ Ryan Hanks	Ryan Hanks	Manager of the Manager of the Manager of the Issuer	2026-02-04
0002104560-26-000001	101	AI FUND-3, a series of ALEXTAR VC, LLC	Taras Chumachenko	Taras Chumachenko	Manager	2026-02-04
0002107288-26-000001	101	Covenant Apartment Fund RE XII-B, LLC	Govan D. White	Govan D. White	President	2026-02-04
0002109166-26-000001	101	U.S. HMC SERIES FUND LP - SERIES IV	George G. Chen	George G. Chen	Managing Member	2026-02-04
0002107287-26-000001	101	Covenant Apartment Fund RE XII, LLC	Govan D. White	Govan D. White	President	2026-02-04
0002109163-26-000001	101	U.S. HMC SERIES FUND LP - SERIES III	George G. Chen	George G. Chen	Managing Member	2026-02-04
0002108973-26-000001	101	GFO Legal Opportunities Fund, LP	/s/ Casey Gard	Casey Gard	Managing Member of the Issuer's General Partner	2026-02-04
0002108070-26-000001	101	MAGCP INDUSTRIAL FUND III REIT LLC	Dax Mitchell	Dax Mitchell	Manager	2026-02-04
0002109290-26-000001	101	AGQ CEDAR L.P.	/s/ Kashif Shaikh	Kashif Shaikh	Managing Member of General Partner	2026-02-04
0002094106-26-000001	101	AI FUND-2, a series of ALEXTAR VC, LLC	Taras Chumachenko	Taras Chumachenko	Manager	2026-02-04
0002108117-26-000002	101	BOLDCHARTER INC	MEHUL	MEHUL GOYAL	CEO	2026-02-04
0002109062-26-000001	101	U.S. HMC SERIES FUND LP - SERIES V	George G. Chen	George G. Chen	Managing Member	2026-02-04
0002104526-26-000001	101	Deal Smart, Inc.	/James Kraehenbuehl/	James Kraehenbuehl	Authorized Signatory	2026-02-04
0001042167-26-000006	101	Performance Advantage Fund, L.P.	/s/ Renee Solofra	Renee Solofra	Chief Operating Officer	2026-02-04
