ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002084826-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-25		false					true					false		308500		308500	308500	0		false		1	0		0			8500	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084826-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-25		false					true					false		308500		308500	308500	0		false		1	0		0			8500	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0000905148-25-003305	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.7	true	0001902977-24-000001	2022-01-04		true					true					false		10000000		Indefinite	38067354	Indefinite		false		15	0		1073371	true	The Manager will pay a monthly fee, which may vary from time to time, to the placement agent. Fees listed above represent estimated fees paid during the calendar year 2024.	0			false
0001949258-25-000002	Other Health Care			Decline to Disclose		06b	true	0001949258-23-000001	2022-09-23		true	true		true					true	Simple Agreement for Future Equity	false		0		6000000	4335000	1665000		false		40	0		0			250000	true	Sale will be used to fund the development of the Company, which heretofore has been funded personally by one or more persons listed in Item 3. A portion of such proceeds (not to exceed 10% of the offering) may be applied to reimbursing such persons.	false
0002085199-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2025-08-07		true	true				true					false		0		Indefinite	11261250	Indefinite		false		2	0		0			0			false
0002083924-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The manager is entitled to an investment management fee.  This is discussed in the Issuer's confidential offering documents.	false
0001922401-25-000004	Commercial			Decline to Disclose		06b	true	0001922401-24-000004	2022-03-21		true	true									false		50000		10000000	1075000	8925000		false		10	0		0			0			false
0002085036-25-000001	Other			Decline to Disclose		06b	false		2025-08-27		false		true								false		5000		280000	280000	0		true	4	34	0		0			0			false
0002083919-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		The manger is entitled to an investment management fee.  This is discussed in the Issuer's confidential offering documents.	false
0001954463-25-000004	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001213900-24-076915	2023-09-11		true	true				true					false		0		Indefinite	174500000	Indefinite		false		13	0		0			0	true	The Issuers' confidential offering materials fully discuss fees due to the Investment Manager of the Issuers and the General Partner of the Issuers.	false
0001062993-25-015440	Other			Decline to Disclose		06b	false		2025-08-26		false	true		true	true				true	Units consisting of 1 cm sh and 1/2 cm sh wrt. Each whole wrt shall be exercisable to acquire 1 cm sh at a price of C$1.30 per wrt for a period of 2 years following the closing date.	false		0		3165819	1874322	1291497	Total Offering Amount price of units (2,470,0006xC$1.05) + exercise price of the shares underlying the wrts (1,235,000xC$1.20) and options (172,900XC$1.05) sold in this offering. No guarantee the wrts will be exercised. X-rate of CAD$1.00=USD$0.7227	false		4	131203		0		Cash commission of US$131,203 (CAD$1.00=USD$0.7227) and 172,900 compensation options. Each compensation option entitles the holer to acquire 1 Common Share at an exercise price of $1.05 for a period of 24 months from the closing date.	0			false
0002085107-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		1000000		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	Orela Fund GP LLC and/or its affiliates will receive customary management fees and/or incentive allocations as described in the Issuer's Confidential Private Placement Memorandum.	false
0002060740-25-000001	Agriculture			Decline to Disclose		06b	false		2025-08-29		false	true									false		125000		4476000	4476000	0		false		0	0		0			0		Gross proceeds are for working capital and are not specifically designated for payment to any employee. Payment will be made from working capital to employees for customary employment services and not with regard to sales of securities.	false
0002077422-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0002077422-25-000001	2025-08-25		false	true				true					false		0		1066763	1066763	0		false		36	0		0			0			false
0001836166-25-000002	Other Technology			Decline to Disclose		06b	false		2025-08-25		false	true									false		0		2150000	1750000	400000		false		7	0		0			0			false
0002027406-25-000004	Pooled Investment Fund	Private Equity Fund	false	No Revenues		06b, 3C, 3C.1	true	0002027406-24-000001	2024-07-30		true					true					false		5000		2000000	19000	1981000		false		3	950	true	0			0			false
0002084974-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		2500		532000	2000	530000		false		28	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001123292-25-000409	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		3C.1, 3C.7, 06b, 3C	false			true	true	true				true					false		0		150000000	0	150000000		false		0	0		0			0		The general partner is entitled to carried interest. The management company is entitled to a management fee. The carried interest and management fee are set forth in the Issuer's governing agreement.	false
0002036746-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002036746-24-000001	2024-12-01		true					true					false		250000		Indefinite	5000000	Indefinite		false		3	0		0			0			false
0001878646-25-000029	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	false					true					false		0		75000000	0	75000000		false		0	0		0			0			false
0002037054-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0002037054-24-000002		true	true					true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001842976-25-000004	Pooled Investment Fund	Hedge Fund	false		$5,000,001 - $25,000,000	06b, 3C, 3C.1	true	0001842976-25-000001	2021-03-31		true					true					false		50000		Indefinite	6922624	Indefinite	DEPENDS ON WHO WOULD INVEST IN THE FUND AND HOW MUCH THEY WOULD WANT TO INVEST.	false		32	0	true	0	true		0		Fees will vary based on the amount invested, and will be a combination of Management and Performance fees.	false
0002084724-25-000004	Other			Decline to Disclose		06b	false		2025-09-04		false	true									false		0		159067	159067	0		false		8	0		0			0	true		false
0001992489-25-000004	Commercial			Decline to Disclose		06c, 3C, 3C.1	true	0001992489-23-000002	2024-01-26		true	true	true			true					false		50000		10000000	550000	9450000		false		0	0		0			0			false
0002084724-25-000003	Other			Decline to Disclose		06b	false		2025-09-04		false	true									false		0		50667	50667	0		false		8	0		0			0	true		false
0002085202-25-000001	Residential			$1,000,001 - $5,000,000		06b	false		2025-08-13		false					true					false		25000		1550000	1550000	0		false		24	0		0			0			false
0002084724-25-000002	Other			Decline to Disclose		06b	false		2025-09-09		false	true									false		0		1399032	1399032	0		false		21	0		0			0	true		false
0001809602-25-000002	Other Technology			Decline to Disclose		06b	false		2025-09-02		false	true									false		0		3500000	3317278	182722		false		16	0		0			450000		Offering proceeds will be used, in part, for operational expenses of the Issuer, which will include salary and other payments to the Related Persons as further provided for in the offering documents.	false
0002085030-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-02		false					true					false		997		77776	77776	0		false		15	0		0			7800	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001123292-25-000407	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		3C.1, 3C.7, 06b, 3C	false			true	false	true				true					false		0		Indefinite	0	Indefinite	The total offering amount of the issuer, along with Dauntless VC Fund I, L.P., Dauntless Ventures SBIC-B, L.P. and any of their respective feeder funds is $100,000,000.	false		0	0		0			0		The General Partner of the Issuer is entitled to carried interest. An affiliate of the General Partner of the Issuer is entitled to a management fee. The carried interest and management fee are set forth in the Issuer's governing agreement.	false
0001123292-25-000404	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		3C.1, 3C.7, 06b, 3C	false			true	false	true				true					false		0		Indefinite	0	Indefinite	The total offering amount of the issuer, along with Dauntless VC Fund I, L.P., Dauntless Ventures SBIC-A, L.P. and any of their respective feeder funds is $100,000,000.	false		0	0		0			0		The General Partner of the Issuer is entitled to carried interest. An affiliate of the General Partner of the Issuer is entitled to a management fee. The carried interest and management fee are set forth in the Issuer's governing agreement.	false
0002084724-25-000001	Other			Decline to Disclose		06b	false		2025-08-28		false	true									false		0		235596	235596	0		false		19	0		0			0	true		false
0000911420-25-000279	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		3C.7, 06b, 3C	false		2025-09-04		false	true				true					false		0		6284520	6284520	0		false		2	0		0			0			true
0002084670-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-26		false					true					false		1000		73000	73000	0		false		18	0		0			0			false
0002084880-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-22		false					true					false		1000		52000	52000	0		false		5	0		0			0			false
0002085142-25-000001	Other Technology			Decline to Disclose		06b	false		2025-08-22		false			true							false		0		500000	85000	415000		false		4	0		0			0			false
0001012975-25-000518	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001012975-24-000383	2021-08-01		true					true					false		100000		Indefinite	416811000	Indefinite		false		14	0		0			0			false
0001866380-25-000004	Business Services			Decline to Disclose		06b	false		2025-05-22		false	true									false		25000		5000000	1003000	3997000		false		9	0		0			0			false
0000945621-25-000851	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000943663-24-000230	2024-08-26		true					true					false		5000000		Indefinite	90000000	Indefinite	Clarification of Item 11: The minimum commitment amount may be reduced at the discretion of the General Partner.	false		2	0		0			0		The Portfolio Manager will receive a management fee as outlined in the Issuer's offering material.	false
0001012975-25-000517	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001012975-24-000384	2020-02-18		true					true					false		0		Indefinite	150500000	Indefinite		false		2	0		0			0			false
0001561902-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001561902-24-000001	2012-12-11		true					true					false		50000		Indefinite	1754000	Indefinite		false		17	0		0			0		.	false
0002084680-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-29		false					true					false		10000		2075986	2075986	0		false		27	0		0			0		This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084155-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		2000		1019500	1019500	0		false		44	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0001012975-25-000516	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001012975-24-000382	2019-07-01		true					true					false		0		Indefinite	959413515	Indefinite		false		80	0		0			0			false
0002084904-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		1000		95000	95000	0		false		29	0		0			9500	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002082375-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		1000		81000	81000	0		false		12	0		0			8100	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084906-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-29		false					true					false		0		33	33	0		false		33	0		0			0			false
0002084668-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		1000		124512	124512	0		false		29	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002083396-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C, 3C.1	false		2025-09-08		false					true					false		1000		169000	169000	0		false		10	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084679-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-02		false					true					false		1000		112000	112000	0		false		3	0		0			11000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002085029-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-05		false					true					false		1000		358040	358040	0		false		45	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002074041-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		1000		217488	217488	0		false		48	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084664-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-27		false					true					false		50000		900000	900000	0		false		7	0		0			0			false
0002084973-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-27		false					true					false		1000		115068	115068	0		false		39	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084663-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-04		false					true					false		1000		228532	228532	0		false		18	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084413-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-08		false					true					false		2500		163100	163100	0		false		15	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002084897-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-18		false					true					false		5000		550000	550000	0		false		22	0		0			0			false
0002084875-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-26		false					true					false		10000		2660000	2660000	0		false		12	0		0			10000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002055851-25-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0002055851-25-000002	2025-03-11		false					true					false		0		Indefinite	1590200000	Indefinite	Total amount sold, including amounts sold outside the U.S. in reliance on Regulation S is $1,610,200,000.	false		0	2605000	true	0		Placement agent fees are to be paid based upon an established fee schedule.	0		The Issuers are obligated to pay a management fee to their Manager.	false
0001786908-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001786908-24-000001	2019-09-01		true					true					false		100000		Indefinite	16900000	Indefinite	Includes only securities sold to U.S. investors by the Issuer in reliance on Regulation D (e.g., excludes securities sold to non-U.S. investors in reliance on Regulation S).	false		1	0		0			0			false
0000902664-25-004013	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000902664-24-005454	2015-07-31		true					true					false		0		Indefinite	6000000	Indefinite		false		14	0		0			0		The fund charges a management fee that is described in the fund's offering documents.	false
0001641172-25-026915	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001493152-24-035406	2024-09-12		true					true					false		0		Indefinite	159980000	Indefinite		false		7	0		0			0	true	The Management Company will receive a fee based on each limited partner's NAV as more fully set forth in the offering materials.	false
0001798363-25-000003	Computers			No Revenues		06b	false		2019-12-20		true		true								false		500		50000	25000	25000	"This is a ""friends and family"" investment round that will be held until December 2023, targeting roughly $50,000. There are currently nine investors (three w/ self-verified accredited investor)."	true	6	9	0		0			25000	true	Consulting fees for help obtaining licensing deal, advertising fees, and website development costs. In addition, living expenses for Founder during initial investment round (until more investments), including health insurance premiums.	false
0001727689-25-000072	Other			No Revenues		06b	false		2025-08-15		false	true									false		0		18108	18108	0	Dollar amounts have been converted from Canadian dollars using the 0.7243 Bank of Canada daily exchange rate on 8-15-25.	false		1	0		0			0			false
0002084527-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0002084527-25-000001	2025-08-29		false					true					false		52631		157893	157893	0		false		2	0		0			7894	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002064012-25-000002	Investing			Decline to Disclose		06c	false			true	false	true									false		0		19800000	0	19800000		false		0	0	true	0	true		0	true		false
0001837748-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c	true	0001837748-24-000002	2020-10-30		true					true					false		20000		Indefinite	76720163	Indefinite		false		33	0		0			0			false
0002034169-25-000003	Other Technology			Decline to Disclose		06b	true	0002034169-24-000001	2024-04-19		true	true									false		0		16120297	14120298	1999999	Includes $6,373,893.27 in cancelled convertible debt.	false		67	0		0			0			false
0002062648-25-000002	Other Technology			Decline to Disclose		06c	false			true	false	true									false		0		5000000	0	5000000		false		0	0	true	0	true		0	true		false
0001682558-25-000010	Other Banking and Financial Services			Decline to Disclose		06b, 3C, 3C.1	false		2025-08-15		false					true					false		25000		3379073	3379073	0		false		40	268425		0			0			false
0001943723-25-000003	Other Banking and Financial Services			Decline to Disclose		06b	true	0001943723-24-000001	2021-04-09		true								true	LOAN PARTICIPATION	false		117793		Indefinite	463641791	Indefinite		false		41	0		0			0			false
0002084348-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b	false		2025-08-11		false			true					true	Simple Agreement for Future Equity (SAFE)	false		0		173600	173600	0		false		8	0	true	0	true		0	true		false
0002084560-25-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		1400000	0	1400000		true	0	0	0		0			36800	true	1% of the loan amount on the Property	false
0002075734-25-000001	Other			Decline to Disclose		06b	false		2025-09-03		false	true									false		0		558458	415031	143427		false		7	0		0			0			false
0002080392-25-000001	Other			Decline to Disclose		06b	false		2024-12-13		false	true									false		0		21016957	21016957	0		false		25	0		0			0			false
0002084639-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-27		false					true					false		1000		82000	82000	0		false		17	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002048159-25-000002	REITS and Finance			Decline to Disclose		06b	false		2025-08-22		true	true									false		100		150000000	8380000	141620000		false		1	225000		0			0			false
0002081445-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-29		false					true					false		0		749000	749000	0		false		53	0		0			0		The Manager (or an affiliate thereof) is entitled to an operational payment which will be used to cover operational expenses of the Issuer and/ or Manager	false
0002085031-25-000001	Other Real Estate			Decline to Disclose		06b	false			true	true	true									false		150000		15000000	0	15000000		false		0	0		0			0			false
0001470831-25-000169	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0002030570-24-000003	2024-08-15		true					true					false		0		Indefinite	28750000	Indefinite		false		14	0		0			0	true	The Issuer's General Partner or an Affiliate of the Issuer's General Partner may be entitled to receive a Management Fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0001778940-25-000004	Other			Decline to Disclose		06b	false		2025-08-18		false	true		true	true						false		0		960997	960997	0	CDN$956,000.40 based on Bank of Canada exchange rate of $0.7228 on August 25, 2025. Units consisting of one share and one-half of one warrant. Each warrant is exercisable into one share at CDN$0.75 per share until August 25, 2027.	false		2	0		0			0			false
0002084667-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-29		false					true					false		1000		76000	0	76000		false		3	0		0			0		This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002082425-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-08-26		false					true					false		15000		150000	150000	0		false		4	0		0			0	true		false
0002082870-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2025-08-27		false	true				true					false		0		Indefinite	10000000	Indefinite		false		1	150000		0			0		THE MANAGER AND/OR ITS AFFILIATES ARE ENTITLED TO A MANAGEMENT FEE.	false
0002085165-25-000001	Other Technology			Decline to Disclose		06b	false		2025-08-22		false	true									false		0		29031657	20784793	8246864		false		109	0		0			0			false
0001682558-25-000009	Other Banking and Financial Services			Decline to Disclose		06b, 3C, 3C.1	false		2025-08-15		false					true					false		6000		3484720	3484720	0		false		83	284278		0			0			false
0002085131-25-000001	Residential			Decline to Disclose		06b	false		2025-08-15		false	true									false		50000		39614567	3250000	36364567		false		22	0	true	0	true		0	true		false
0002065859-25-000006	Other Real Estate			Decline to Disclose		06c	true	0002065859-25-000004	2025-04-18		false	true									false		0		8755622	3642500	5113122		false		39	700450	true	0			800000	true	Amount shown is payable to an affiliate, to be shared equally by such persons. In addition, the issuer will pay offering and other cost reimbursements and bridge loan repayments to or for such persons or an affiliate.	false
0002084856-25-000001	Other Banking and Financial Services			Decline to Disclose		06c	false		2025-08-25		true		true								false		1000		Indefinite	763000	Indefinite		false		25	0		0			0			false
0002078280-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The General Partner and its affiliates are entitled to compensation. The compensation is fully disclosed in the Issuer's confidential offering materials.	false
0000911420-25-000276	Residential			Decline to Disclose		06c	true	0000911420-25-000179	2025-05-07		true	true							true	Limited partnership interests	false		100000		14675000	2795000	11880000		false		18	0		0			0			false
0002085101-25-000002	Other Real Estate			Decline to Disclose		06b	false			true	false	true									false		25000		80300000	0	80300000	This offering relates to the offering of Class R limited partnership interests. The Initial Target Offering Amount is expandable up to $104,000,000 in the General Partner's sole discretion.	false		0	0		0		Selling Commissions, Managing Dealer Fees and Marketing Reallowance Fees will be paid at the time of the purchase of Class R Interests and will not exceed 10.0% of the $10.00 initial price per Class R Interest.	0			false
0000911420-25-000274	Residential			Decline to Disclose		3C.5, 3C.6, 06c, 3C	true	0000911420-25-000181	2025-05-07		true	true							true	Limited partnership interests	false		100000		11700000	4955000	6745000		false		39	0		0			0			false
0002077788-25-000007	Other			Decline to Disclose		06c	false			true	false	true									false		25000		2000000	0	2000000		false		0	100000		0			0		Some proceeds may be used to (a) repay loans to company by CEO/founder (b) pay related party of CEO/founder for licensing fees (c) pay CEO/founder for contractual obligations or as compensation for officer and/or director roles.	false
0002033548-25-000117	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000897069-24-001823	2024-12-09		true	true				true					false		0		Indefinite	116855000	Indefinite		false		297	0		0		"Private placement clients of Raymond James & Associates, Inc. and Raymond James Financial Services, Inc. and affiliates (""Raymond James"") may be required to pay an upfront placement fee directly to Raymond James."	0			false
0000911420-25-000272	Residential			Decline to Disclose		3C.5, 3C.6, 06c, 3C	true	0000911420-25-000183	2025-05-07		true	true							true	Limited partnership interests	false		0		Indefinite	1845750	Indefinite		false		27	0		0			0			false
0001137638-25-000010	Other Banking and Financial Services			Decline to Disclose		06b	false		2025-08-24		false	true		true	true						false		0		124418709	124418709	0		false		19	6151077		0		Cantor Fitzgerald & Co. received reimbursement for their expenses of $200,000.	0	true		false
0002033548-25-000116	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000897069-24-001835	2024-08-29		true	true				true					false		0		Indefinite	15825000	Indefinite		false		41	0		0		"Private placement clients of Raymond James & Associates, Inc. and Raymond James Financial Services, Inc. and affiliates (""Raymond James"") may be required to pay an upfront placement fee directly to Raymond James."	0			false
0002033548-25-000115	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000897069-24-001834	2024-08-29		true	true				true					false		0		Indefinite	127925000	Indefinite		false		239	0		0		"Private placement clients of Raymond James & Associates, Inc. and Raymond James Financial Services, Inc. and affiliates (""Raymond James"") may be required to pay an upfront placement fee directly to Raymond James."	0			false
0002085101-25-000001	Other Real Estate			Decline to Disclose		06b	false			true	false	true									false		25000		80300000	0	80300000	This offering relates to the offering of Class A limited partnership interests. The Initial Target Offering Amount is expandable up to $104,000,000 in the General Partner's sole discretion.	false		0	0		0		Selling Commissions, Managing Dealer Fees and Marketing Reallowance Fees will be paid at the time of the purchase of Class A Interests and will not exceed 10.0% of the $10.00 initial price per Class A Interest.	0			false
0002085073-25-000002	Commercial			$1,000,001 - $5,000,000		06c	false			true	false	true									false		75000		1800000	0	1800000		false		14	0		0			0			false
0001062993-25-015401	Other			Decline to Disclose		06b	false		2025-08-14		false	true									false		0		199189	199189	0	Converted from $275,010 CAD based on the Bank of Canada noon conversion rate of 1.00 CAD to 0.72 USD on August 14, 2025.	false		1	0		13943	true	7% cash finders' fee. Converted from $19,250.70 CAD based on the Bank of Canada noon conversation rate of 1.00 CAD to 0.72 USD on August 14, 2025.	0			false
0002035598-25-000004	Pooled Investment Fund	Hedge Fund	false		Not Applicable	06b, 3C, 3C.7	false		2024-09-03		true					true			true	Private Fund Equity Interests	false		50000000		Indefinite	402350000	Indefinite		false		1	0	true	0	true		0	true		false
