ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002070358-25-000001	YES	101	0002070358	ASQ Pioneer Fund, LP	2404 HILLSIDE DRIVE		BURLINGAME	CA	CALIFORNIA	94010	(434) 238-0920	DELAWARE							Limited Partnership		withinFiveYears	2024
0001721756-25-000003	YES	101	0001721756	Marina Resort Investors, L.P.	10 E. YANONALI STREET, SUITE 105		SANTA BARBARA	CA	CALIFORNIA	93101	(805) 815-6651	CALIFORNIA							Limited Partnership		overFiveYears	
0002070630-25-000001	YES	101	0002070630	Kiara Capital Partners Fund I, LP	10300 SABAL PALM AV		CORAL GABLES	FL	FLORIDA	33156	(305) 322-9867	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087754-25-000001	YES	101	0002087754	CROWDFUNZ 855 LLC.	28-07 JACKSON AVE	FL5	LONG ISLAND CITY	NY	NEW YORK	11101	2159007239	DELAWARE							Limited Liability Company		yetToBeFormed	
0002087430-25-000001	YES	101	0002087430	UH EB5 Office Park, LP	8105 RASOR BLVD, STE 114		PLANO	TX	TEXAS	75024	2483903400	TEXAS							Limited Partnership		withinFiveYears	2025
0002087429-25-000001	YES	101	0002087429	UH EB5 Retail One, LP	8105 RASOR BLVD, STE 114		PLANO	TX	TEXAS	75024	2483903400	TEXAS							Limited Partnership		withinFiveYears	2025
0001123292-25-000460	YES	101	0002037134	Reynolda Equity Partners V LP	500 W 5th Street	Suite 910	Winston-Salem	NC	NORTH CAROLINA	27101	336-733-0353	DELAWARE							Limited Partnership		withinFiveYears	2023
0002087440-25-000001	YES	101	0002087440	UH EB5 380 Infra, LP	8105 RASOR BLVD, STE 114		PLANO	TX	TEXAS	75024	2483903400	TEXAS							Limited Partnership		withinFiveYears	2025
0002030270-25-000002	YES	101	0002030270	Feellove Fund, LP	3031 TISCH WAY	110 PLAZA WEST	SAN JOSE	CA	CALIFORNIA	95128	4088893370	DELAWARE							Limited Partnership		withinFiveYears	2024
0002087530-25-000001	YES	101	0002087530	BLOODSTOCK INVESTMENTS 2025, LLC	2765 UNION MILL ROAD		NICHOLASVILLE	KY	KENTUCKY	40356	859-885-3345	KENTUCKY							Limited Liability Company		withinFiveYears	2025
0002086975-25-000001	YES	101	0002086975	MANZANITA LODGING, LLC	1315 S HEMLOCK	SUITE 3	CANNON BEACH	OR	OREGON	97110	503-738-2884	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087634-25-000001	YES	101	0002087634	ClearSignal Capital Fund 1, LP	9650 STRICKLAND ROAD	SUITE 103-345	RALEIGH	NC	NORTH CAROLINA	27615	6464945531	DELAWARE							Limited Partnership		withinFiveYears	2025
0001538189-25-000003	YES	101	0001538189	Sonoro Gold Corp.	300 - 2489 BELLEVUE AVE.		WEST VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V7V 1E1	604-632-1764	BRITISH COLUMBIA, CANADA				Sonoro Metals Corp.	Becker Gold Mines Ltd.		Corporation		overFiveYears	
0002087276-25-000001	YES	101	0002087276	Mesa West Real Estate Income Fund VI, L.P.	11755 WILSHIRE BLVD. SUITE 2100 21ST FL		LOS ANGELES	CA	CALIFORNIA	90025	310 806-6308	DELAWARE							Limited Partnership		withinFiveYears	2025
0001993588-25-000005	NO	102	0001993592	Story Data III-A, L.P.	54 WEST 21ST STREET	SUITE 1008	NEW YORK	NY	NEW YORK	10010	9142756689	DELAWARE				Story Ventures IV-A, L.P.			Limited Partnership		withinFiveYears	2023
0001993588-25-000005	YES	101	0001993588	Story Data III, L.P.	54 WEST 21ST STREET	SUITE 1008	NEW YORK	NY	NEW YORK	10010	9142756689	DELAWARE				Story Ventures IV, L.P.			Limited Partnership		withinFiveYears	2023
0002080077-25-000001	YES	101	0002080077	Stonepeak Infrastructure Fund - H (Side Car) LP	55 HUDSON YARDS	550 WEST 34TH STREET, 48TH FLOOR	NEW YORK	NY	NEW YORK	10001	(212) 907-5100	DELAWARE							Limited Partnership		withinFiveYears	2025
0000905148-25-003397	YES	101	0001742170	ExodusPoint Management Investors, LLC	65 East 55th Street		New York	NY	NEW YORK	10022	646-940-9600	DELAWARE							Limited Liability Company		overFiveYears	
0002086459-25-000001	YES	101	0002086459	Simonn Inc	2522 N VIA ARTIS AVENUE		LOS ANGELES	CA	CALIFORNIA	90039	9097533864	WYOMING							Corporation		withinFiveYears	2025
0001724977-25-000009	YES	101	0001724977	OPEN DOORS PARTNERS, LLC	219 LINDENBROOK ROAD		WOODSIDE	CA	CALIFORNIA	94062	4083949684	DELAWARE							Limited Liability Company		overFiveYears	
0002087550-25-000001	YES	101	0002087550	Ironwood Income Fund, LLC /CA	11300 HARTLAND STREET		NORTH HOLLYWOOD	CA	CALIFORNIA	91605	(310) 614-1199	CALIFORNIA							Limited Liability Company		withinFiveYears	2025
0000905148-25-003396	YES	101	0001737645	ExodusPoint Partners International Fund, Ltd	Walkers Corporate Limited	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-949-0100	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002087718-25-000001	YES	101	0002087718	Hardshell Inc	117 OLD FIFTH CIRCLE		CHARLOTTESVILLE	VA	VIRGINIA	22903	5403151145	VIRGINIA							Corporation		withinFiveYears	2025
0000905148-25-003395	YES	101	0001737641	ExodusPoint Partners Fund, LP	65 East 55th Street		New York	NY	NEW YORK	10022	646-940-9600	DELAWARE							Limited Partnership		overFiveYears	
0002087721-25-000001	YES	101	0002087721	HPIMF BONDS HOLDINGS DFW009 LP	901 S. MOPAC EXPWY.	BUILDING 3, SUITE 220	AUSTIN	TX	TEXAS	78746	5128354455	TEXAS							Limited Partnership		withinFiveYears	2025
0000905148-25-003394	YES	101	0001947579	Zazove Convertible Securities Fund, L.P.	1001 Tahoe Boulevard		Incline Village	NV	NEVADA	89451	775-298-7500	DELAWARE							Limited Partnership		withinFiveYears	2022
0002085961-25-000001	YES	101	0002085961	Storage Units Capital Management II Corp	698 N. MAITLAND AVE., SUITE 203		MAITLAND	FL	FLORIDA	32751	8889777830	DELAWARE							Corporation		withinFiveYears	2021
0002086937-25-000001	YES	101	0002086937	CA-0829 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW, SUITE 114		LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0001686144-25-000002	YES	101	0001686144	First Growth Capital Partners II LP	101A CLAY STREET	#258	SAN FRANCISCO	CA	CALIFORNIA	94111	415-993-9094	CALIFORNIA							Limited Partnership		overFiveYears	
0001622997-25-000002	YES	101	0001622997	First Growth Capital Partners LP	101A CLAY STREET	#258	SAN FRANCISCO	CA	CALIFORNIA	94111	415-993-9094	DELAWARE							Limited Partnership		overFiveYears	
0000902664-25-004145	YES	101	0001653166	EDL Global Opportunities Fund Ltd	C/O EDL CAPITAL LTD	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	4402074297760	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002079342-25-000001	YES	101	0002079342	EREBOR A SERIES OF VUVP FUND LLC	2025 GUADALUPE STREET SUITE 260		AUSTIN	TX	TEXAS	78705	8332673326	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000905729-25-000148	YES	101	0001573708	Craft3	409 MAYNARD AVE SOUTH	SUITE 200	SEATTLE	WA	WASHINGTON	98104	888-231-2170	WASHINGTON	Shoretrust Trading Group	Shore Bank Enterprise Group, Pacific					Corporation		overFiveYears	
0002087581-25-000001	YES	101	0002087581	SMART FUND VIII a series of Smart Investment Master Fund I LLC	50 Cragwood Road	Suite 216	South Plainfield	NJ	NEW JERSEY	07080	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002080612-25-000002	YES	101	0001564031	Avertix Medical, Inc.	40 CHRISTOPHER WAY	SUITE 201	EATONTOWN	NJ	NEW JERSEY	07724	732-542-5551	DELAWARE				Angel Medical Systems Inc			Corporation		overFiveYears	
0001696851-25-000002	YES	101	0001696851	Castellan Real Estate Fund II LP	122 EAST 42ND STREET	SUITE 1903	NEW YORK	NY	NEW YORK	10168	16465456719	DELAWARE				Castellan Real Estate Income Fund II LP			Limited Partnership		overFiveYears	
0002087573-25-000001	YES	101	0002087573	NEXT LEGACY FUND ONE LLC	8 THE GREEN, SUITE A		DOVER	DE	DELAWARE	19901	573-225-6889	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087279-25-000001	YES	101	0002087279	Truoux Crypto Services Inc	700 17TH STREET		DENVER	CO	COLORADO	80202	2132393940	COLORADO							Corporation		overFiveYears	
0002085988-25-000001	YES	101	0002085988	Perpetuity Project Ltd.	23 DUNMORE ROAD		LONDON	X0	UNITED KINGDOM	SW20 8TN	447736572631	UNITED KINGDOM							Other	Private limited Company	withinFiveYears	2025
0002085722-25-000003	YES	101	0002085722	Stetson Steel LLC	1024 E. ARLEE PLACE		ANAHEIM	CA	CALIFORNIA	92805	7148081100	CALIFORNIA							Limited Liability Company		withinFiveYears	2021
0001828893-25-000002	YES	101	0001828893	Dewpoint Therapeutics, Inc.	451 D Street, Suite 104		Boston	MA	MASSACHUSETTS	02210	617-914-8448	DELAWARE							Corporation		overFiveYears	
0001814905-25-000004	YES	101	0001814905	Aten Technology, Inc.	15365 BARRANCA		IRVINE	CA	CALIFORNIA	92618	949-428-1111	CALIFORNIA							Corporation		overFiveYears	
0000902664-25-004142	YES	101	0001530611	Prusik Asian Equity Income Fund	33 SIR JOHN ROGERSON'S QUAY		DUBLIN	L2	IRELAND	2	353-1-4367-200	IRELAND							Other	Open-Ended investment company	overFiveYears	
0002083197-25-000002	YES	101	0002083197	ECP Shoreline Fund LP	100 SHORELINE HWY	SUITE B-210	MILL VALLEY	CA	CALIFORNIA	94941	(415) 269-3092	DELAWARE							Limited Partnership		withinFiveYears	2024
0000919574-25-005779	YES	101	0002087016	Vor Private Opportunities SPC - Segregated Portfolio Five	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE, GEORGE TOWN	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	44 20 3962 4180	CAYMAN ISLANDS							Other	Segregated Portfolio Company	withinFiveYears	2025
0000919574-25-005777	YES	101	0002086382	Tru Arrow Technology Partners Offshore II, LP	C/O MOURANT GOVERNANCE SVCS (CAYMAN) LTD	94 SOLARIS AVENUE, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	212-518-6675	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0000919574-25-005776	YES	101	0002086380	Tru Arrow Technology Partners II, LP	640 PARK AVENUE		NEW YORK	NY	NEW YORK	10065	212-518-6675	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087555-25-000001	YES	101	0002087555	Durant Raleigh FO Investors, LP	3715 NORTHSIDE PARKWAY	BUILDING 400, SUITE 375	ATLANTA	GA	GEORGIA	30327	770 390-9378	GEORGIA							Limited Partnership		withinFiveYears	2025
0002087574-25-000001	YES	101	0002087574	Green River Oil & Gas Fund II, LP	970 WEST BROADWAY	SUITE E-481	JACKSON	WY	WYOMING	83002	832-517-1941	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087302-25-000001	YES	101	0002087302	Global Equity Capital Ltd.	1201 BRICKELL BAY DRIVE		MIAMI	FL	FLORIDA	33131	7754450537	COLORADO							Corporation		withinFiveYears	2025
0001413463-25-000003	YES	101	0001413463	Lionstone Insurance Fund, LP	LIONSTONE GP, LLC	745 FIFTH AVENUE, 16TH FLOOR	New York	NY	NEW YORK	10151	(212) 207-8001	DELAWARE	Lionstone Insurance Fund, L.P.			Corona Insurance Fund, L.P.	Corona Insurance Fund LP		Limited Partnership		overFiveYears	
0002082853-25-000001	YES	101	0002082853	Edge Partners LLC, Series K Agility Robotics	55 POST ROAD W		WESTPORT	CT	CONNECTICUT	06880	212.944.1971	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087231-25-000001	YES	101	0002087231	TCV Cedar Co, L.P.	250 MIDDLEFIELD ROAD		MENLO PARK	CA	CALIFORNIA	94025	650-614-8200	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001347556-25-000003	YES	101	0001347556	Lionstone Fund, Ltd.	OCORIAN SERVICES (BERMUDA) LIMITED	VICTORIA PLACE, 5TH FL., 31 VICTORIA STR	HAMILTON	D0	BERMUDA	HM 10	441-294-8000	BERMUDA				Lionstone Fund Ltd			Other	Bermuda Exempted Company	overFiveYears	
0002086999-25-000001	YES	101	0002086999	Prolifagen, Inc.	3805 OLD EASTON ROAD	SUITE 2242	DOYLESTOWN	PA	PENNSYLVANIA	18902	610-656-5229	DELAWARE							Corporation		withinFiveYears	2025
0001320813-25-000003	YES	101	0001320813	Lionstone Fund, LP	LIONSTONE GP, LLC	745 FIFTH AVENUE, 16TH FLOOR	NEW YORK	NY	NEW YORK	10151	212-207-8001	DELAWARE				Lionstone Fund L P			Limited Partnership		overFiveYears	
0002062288-25-000002	YES	101	0002062288	JS VENTURE FUND LLC SERIES A30	585 STEWART AVE	SUITE L60C	GARDEN CITY	NY	NEW YORK	11530	516-257-7001	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001574251-25-000002	YES	101	0001574251	Mati Therapeutics Inc.	101 Colorado Street	Suite 2409	AUSTIN	TX	TEXAS	78701	(512) 720-1333	DELAWARE	10152012, Inc.						Corporation		overFiveYears	
0001410306-25-000003	YES	101	0001410306	LIONSTONE GLOBAL SPECIAL SITUATIONS FUND, L.P.	LIONSTONE GP, LLC	745 FIFTH AVENUE, 16TH FLOOR	NEW YORK	NY	NEW YORK	10151	212-207-8001	DELAWARE				LIONSTONE GLOBAL SPECIAL SITUATIONS FUND LP			Limited Partnership		overFiveYears	
0002087467-25-000001	YES	101	0002087467	Robin Markets Inc	5445 DTC PARKWAY, PENTHOUSE 4		GREENWOOD VILLAGE	CO	COLORADO	80111	1 (310) 459-6395	COLORADO							Limited Liability Company		withinFiveYears	2025
0001193125-25-212346	YES	101	0001585608	Jaguar Health, Inc.	200 Pine St., Ste 400		San Francisco	CA	CALIFORNIA	94104	415-371-8300	DELAWARE				Jaguar Animal Health, Inc.			Corporation		overFiveYears	
0001802788-25-000002	YES	101	0001802788	Finback AP, LP	One Alhambra Plaza	Suite 1225	Coral Gables	FL	FLORIDA	33134	305-416-2626	DELAWARE							Limited Partnership		overFiveYears	
0002087301-25-000001	YES	101	0002087301	Kapwa x BLVD Zenblen 2 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087432-25-000001	YES	101	0002087432	BLFCW Global Ltd	1225 17TH ST		DENVER	CO	COLORADO	80202	1 (718) 954-6349	COLORADO							Limited Liability Company		withinFiveYears	2025
0002087342-25-000001	YES	101	0002087342	Albert P. Lee - APL Ventures PPLX a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002086148-25-000001	YES	101	0002086148	FCP Venture on Maryland, LLC	2140 SOUTH DUPONT HWY		CAMDEN	DE	DELAWARE	19934	2133004699	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087456-25-000001	YES	101	0002087456	Lambes Ltd	1776 CURTIS STREET		DENVER	CO	COLORADO	80202	6037956-5546	COLORADO							Corporation		withinFiveYears	2025
0002087499-25-000001	YES	101	0002087499	BITQUORE FINTECH Ltd.	10200 FOREST GREEN BOULEVARD		LOUISVILLE	KY	KENTUCKY	40223	1-917-843-1467	KENTUCKY							Limited Liability Company		withinFiveYears	2025
0002087454-25-000001	YES	101	0002087454	KesCapital Ltd	4845 PEARL EAST CIRCLE		BOULDER	CO	COLORADO	80301	60351624218	COLORADO							Corporation		withinFiveYears	2025
0002087455-25-000001	YES	101	0002087455	Finbridge Ltd	8181 ARISTA PLACE		BROOMFIELD	CO	COLORADO	80021	068225-3045	COLORADO							Corporation		withinFiveYears	2025
0000935836-25-000613	YES	101	0001503229	Route One Offshore Fund, Ltd.	C/O CITCO FUND SERVICES	89 NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1205	(345) 949-3977	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0000935836-25-000609	YES	101	0002038970	Universa Black Swan Protection Protocol LXXXVII L.P.	2601 SOUTH BAYSHORE DRIVE, SUITE 2030		MIAMI	FL	FLORIDA	33133	(786) 483-3140	DELAWARE							Limited Partnership		withinFiveYears	2024
0002084630-25-000001	YES	101	0002084630	AND VII, a series of FDVC Growth, LP	811 Virginia Court		Campbell	CA	CALIFORNIA	95008	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0001952111-25-000002	YES	101	0001952111	Abraxis Eagle, LLC	970 W. BROADWAY	#446	JACKSON	WY	WYOMING	83001	(800) 440-5622	WYOMING							Limited Liability Company		withinFiveYears	2022
0002083961-25-000001	YES	101	0002083961	LIVAWAY SUITES VI A SERIES OF OREBRO CAPITAL SERIES LLC	12760 HIGH BLUFF DR STE 210		SAN DIEGO	CA	CALIFORNIA	92130	8332673326	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087288-25-000001	YES	101	0002087288	SQWAD Investment Vehicle a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002086612-25-000001	YES	101	0002086612	HI-0819 Fund I, a series of Roll Up Vehicles, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087340-25-000001	YES	101	0002087340	Firehawk C2 a Series of What If Ventures Master LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001683168-25-007184	YES	101	0001377167	Financial Gravity Companies, Inc.	2501 RANCH ROAD 620 SOUTH	SUITE 110	LAKEWAY	TX	TEXAS	78734	800-588-3893	NEVADA	Pacific Oil Company	Prairie West Oil & Gas, LTD	KAT Racing	PACIFIC OIL Co	PRAIRIE WEST OIL & GAS, LTD.	KAT Racing, Inc.	Corporation		overFiveYears	
0002087205-25-000001	YES	101	0002087205	Residency Fund I, LP	13010 Twin Pines Road		Sutter Creek	CA	CALIFORNIA	95685	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087314-25-000001	YES	101	0002087314	Team Ignite - Figure Aug 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000935836-25-000612	YES	101	0002039029	Universa Black Swan Protection Protocol XCI L.P.	2601 SOUTH BAYSHORE DRIVE, SUITE 2030		MIAMI	FL	FLORIDA	33133	(786) 483-3140	DELAWARE							Limited Partnership		withinFiveYears	2024
0000912282-25-000985	YES	101	0001833141	CYBIN INC.	100 King St. West, Suite 5600		Toronto	A6	ONTARIO, CANADA	M5X 1C9	(866) 292-4601	ONTARIO, CANADA							Corporation		overFiveYears	
0002085615-25-000001	YES	101	0002085615	DI-0520 Fund I, a series of Roll Up Vehicles, LP	2006 196th St SW	Suite 114	Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0001586795-25-000003	YES	101	0001586795	WFP Income Fund, LLC	2 VENTURE	SUITE 430	IRVINE	CA	CALIFORNIA	92618	310-736-1370	CALIFORNIA							Limited Liability Company		overFiveYears	
0002030662-25-000002	YES	101	0002030662	Aviso Ventures Fund II, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002034935-25-000004	YES	101	0002034935	COASTAL SCOTTSDALE SLF FUND, LLC	1209 N. ORANGE ST.		WILMINGTON	DE	DELAWARE	19801	8884112280	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002074121-25-000002	YES	101	0002074121	COASTAL FOUNDRY MF FUND, LLC	227 SOUTH ORLANDO AVENUE	SUITE A-1	WINTER PARK	FL	FLORIDA	32789	8884112280	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002086780-25-000001	YES	101	0002086780	FI-0821 Fund III, a series of Roll Up Vehicles, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002086887-25-000001	YES	101	0002086887	Seeds of Energy I LP	16192 COASTAL HIGHWAY		LEWES	DE	DELAWARE	19958	4075615958	DELAWARE							Limited Partnership		withinFiveYears	2025
0002085083-25-000001	YES	101	0002085083	Blue Ridge Growth Fund LP	10 CRESTWOOD LN		ASHEVILLE	NC	NORTH CAROLINA	28804	512-777-0424	DELAWARE							Limited Partnership		withinFiveYears	2025
0002076659-25-000004	YES	101	0002076659	Taos Land Conservation, L.P.	10 E. YANONALI STREET, SUITE 105		SANTA BARBARA	CA	CALIFORNIA	93101	(805) 815-6651	DELAWARE							Limited Partnership		withinFiveYears	2025
0001193125-25-211622	YES	101	0001785695	Payward, Inc.	1603 Capitol Ave.	Suite 517B	Cheyenne	WY	WYOMING	82001	510-239-7458	DELAWARE							Corporation		overFiveYears	
0001231919-25-000230	YES	101	0002011121	UVIQUITY, INC.	1017 MAIN CAMPUS DR., SUITE 2300		RALEIGH	NC	NORTH CAROLINA	27606	919-709-7702	DELAWARE							Corporation		withinFiveYears	2022
0002086615-25-000001	YES	101	0002086615	UL-0426 Fund I, a series of Roll Up Vehicles, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002087312-25-000001	YES	101	0002087312	Starsling Seed SPV Jun 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002083966-25-000001	YES	101	0002083966	VentureUs Fund II a series of VentureUs LLC	802 96TH AVE SE		MERCER ISLAND	WA	WASHINGTON	98040	8332673326	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002087341-25-000001	YES	101	0002087341	Slkrd Clarity Jun 2025, a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002086804-25-000001	YES	101	0002086804	Rauch Capital Burst CLXXII, a series of Rauch Capital Burst, LP	2006 196th St SW	Suite 114	Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0000943034-25-000009	YES	101	0000943034	AUTOSCOPE TECHNOLOGIES CORP	1115 HENNEPIN AVE		MINNEAPOLIS	MN	MINNESOTA	55403	(612) 438-2363	MINNESOTA				IMAGE SENSING SYSTEMS INC			Corporation		overFiveYears	
0001893171-25-000002	YES	101	0001893171	South 40 Snacks, Inc.	140 LAKESIDE AVE, SUITE A-158		SEATTLE	WA	WASHINGTON	98122	(888) 799-1142	DELAWARE							Corporation		overFiveYears	
0002045187-25-000003	YES	101	0002045187	Esque Collective, Inc.	2010 CROW CANYON PLACE, SUITE 100		SAN RAMON	CA	CALIFORNIA	94583	925-327-1019	DELAWARE							Corporation		withinFiveYears	2024
0002082037-25-000004	YES	101	0002082037	iCapital-Lexington Capital Partners XI Offshore Access Fund, L.P.	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	212 994-7400	CAYMAN ISLANDS				iCapital-Lexington Capital Partners XI Offshore Access Fund, L. P.			Limited Partnership		withinFiveYears	2025
0002084848-25-000001	YES	101	0002084848	WL Growth Partners, LLC	380 NORTH OLD WOODWARD AVENUE	SUITE 205	BIRMINGHAM	MI	MICHIGAN	48009	248-225-3616	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001995839-25-000003	YES	101	0001995839	Exponential Technologies Frontiers Venture Fund LP	100 1ST STREET	UNIT 214	LOS ALTOS	CA	CALIFORNIA	94022	408-649-4566	DELAWARE							Limited Partnership		withinFiveYears	2023
0002051080-25-000003	YES	101	0002051080	SANAQ1 SPV, a series of Riverside Ventures Self-Advised, LP	222 West 80th St	Apt 4B	New York	NY	NEW YORK	10024	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002087274-25-000001	YES	101	0002087274	SRB Analytics Inc.	169 MADISON AVENUE	STE 38056	NEW YORK	NY	NEW YORK	10016	929-359-3738	DELAWARE							Corporation		withinFiveYears	2025
0002087313-25-000001	YES	101	0002087313	xps.vc Jul 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001713488-25-000004	YES	101	0001713488	Unanimous AI, Inc.	2200 N. GEORGE MASON DR. #7708		ARLINGTON	VA	VIRGINIA	22207	703-646-0020	DELAWARE				Unanimous A.I., Inc.			Corporation		overFiveYears	
0001918102-25-000004	YES	101	0001918102	DEEP FISSION, INC.	2831 Garber Street		Berkeley	CA	CALIFORNIA	94705	(707) 400-0778	DELAWARE				Surfside Acquisition Inc.			Corporation		withinFiveYears	2021
0002087315-25-000001	YES	101	0002087315	Proper Wild / Riggs Jul 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001586797-25-000002	YES	101	0001586797	WFP Opportunity Fund, LLC	2 VENTURE	SUITE 430	IRVINE	CA	CALIFORNIA	92618	310-736-1370	CALIFORNIA							Limited Liability Company		overFiveYears	
0002086611-25-000001	YES	101	0002086611	TE-0818 Fund I, a series of Roll Up Vehicles, LP	2006 196th St SW	Suite 114	Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0000935836-25-000608	YES	101	0002087256	SP Long-Short Equity Strategy, LP	21650 OXNARD STREET, SUITE 2300		WOODLAND HILLS	CA	CALIFORNIA	91367	818-835-8720	DELAWARE							Limited Partnership		withinFiveYears	2023
0002084533-25-000001	YES	101	0002084533	SPX Fund II, a series of Altra Venture Partners II, LP	459 Columbus Ave Ste 502		New York	NY	NEW YORK	10024	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002081566-25-000001	YES	101	0002081566	Virtual Cove, Inc.	6 KELSEY RD.		NATICK	MA	MASSACHUSETTS	01760	7813540492	DELAWARE							Corporation		overFiveYears	
0002084801-25-000001	YES	101	0002084801	AKRE-Sunwest NCIP, LLC	580 CALIFORNIA STREET	SUITE 1662	SAN FRANCISCO	CA	CALIFORNIA	94104	(203) 241-5060	DELAWARE							Limited Liability Company		withinFiveYears	2025
