ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002102740-25-000001	YES	101	0002102740	Bitgreat Ltd	390 INTERLOCKEN CRESCENT		BROOMFIELD	CO	COLORADO	80021	3018973917	COLORADO							Limited Liability Company		withinFiveYears	2025
0001692810-25-000002	YES	101	0001692810	MILL HILL CREDIT OPPORTUNITIES MASTER FUND LP	89 NEXUS WAY, CAMANA BAY		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	929-458-3185	CAYMAN ISLANDS							Other	Exempted Limited Partnership	overFiveYears	
0001898157-25-000003	YES	101	0001898157	Phinite Inc.	5900 Turkey Hwy		Turkey	NC	NORTH CAROLINA	28393	910-337-5662	DELAWARE				Phnite Inc.			Corporation		overFiveYears	
0001013594-25-001529	YES	101	0001959204	Eternity Capital Feeder Fund	6TH FLOOR, TWO TRIBECA	TRIBECA CENTRAL	TRIANON	O4	MAURITIUS	72261	919383330000	MAURITIUS							Corporation		withinFiveYears	2022
0001479577-25-000013	YES	101	0001479577	HIG Holdings, LLC	500 WEST 13TH STREET		FORT WORTH	TX	TEXAS	76102	8178948885	DELAWARE							Limited Liability Company		overFiveYears	
0002094499-25-000002	YES	101	0002094499	Old Vines Supper Club, LLC	2795 DAVIS BOULEVARD		NAPLES	FL	FLORIDA	34104	(239) 417-4466	FLORIDA							Limited Liability Company		withinFiveYears	2022
0001690762-25-000002	YES	101	0001690762	MILL HILL CREDIT OPPORTUNITIES FUND LTD.	89 NEXUS WAY, CAMANA BAY		GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9009	929-458-3185	CAYMAN ISLANDS							Other	Exempted Company	overFiveYears	
0002094924-25-000003	YES	101	0002094924	Griffin Capital Development Partners Fund III, L.P.	GRIFFIN CAPITAL PLAZA	266 KANSAS STREET	EL SEGUNDO	CA	CALIFORNIA	90245	(310) 469-6100	DELAWARE							Limited Partnership		withinFiveYears	2025
0002102063-25-000001	YES	101	0002102063	Mitre Peak Capital Fund I-A LP	C/O MITRE PEAK CAPITAL LLC	3120 SABRE DRIVE, SUITE 230	SOUTHLAKE	TX	TEXAS	76092	214-384-7879	DELAWARE							Limited Partnership		withinFiveYears	2025
0001690624-25-000002	YES	101	0001690624	MILL HILL CREDIT OPPORTUNITIES FUND LP	501 MADISON AVENUE	SUITE 1403	NEW YORK	NY	NEW YORK	10022	929-458-3185	DELAWARE							Limited Partnership		overFiveYears	
0001493152-25-029263	YES	101	0002006854	Igniton, Inc.	833 W SOUTH BOULDER ROAD	BUILDING G	LOUISVILLE	CO	COLORADO	80027	303-222-3440	COLORADO							Corporation		withinFiveYears	2022
0002102690-25-000001	YES	101	0002102690	Flex Lending 9 LLC	7563 PHILIPS HIGHWAY	SUITE 208	JACKSONVILLE	FL	FLORIDA	32256	9045666400	FLORIDA							Limited Liability Company		withinFiveYears	2025
0002017481-25-000004	YES	101	0002017481	Mobility Investment Fund LLC	Urb. Montehiedra 12 Calle Bienteveo		SAN JUAN	PR	PUERTO RICO	00926	787-638-8111	PUERTO RICO							Limited Liability Company		withinFiveYears	2023
0001437749-25-038791	YES	101	0002099259	American First Credit Union	6 POINT DRIVE	SUITE 400	BREA	CA	CALIFORNIA	92821	800-290-1112	CALIFORNIA							Other	Credit Union	overFiveYears	
0000919574-25-007500	YES	101	0001769547	59 North Partners, LP	3737 BUFFALO SPEEDWAY	SUITE 1880	HOUSTON	TX	TEXAS	77098	(646) 876-3787	DELAWARE							Limited Partnership		overFiveYears	
0002101312-25-000001	YES	101	0002101312	Mitre Peak Capital Fund I LP	C/O MITRE PEAK CAPITAL LLC	3120 SABRE DRIVE, SUITE 230	SOUTHLAKE	TX	TEXAS	76092	214-384-7879	DELAWARE							Limited Partnership		withinFiveYears	2025
0001504312-25-000002	YES	101	0001504312	Ullico Infrastructure Tax-Exempt Fund, L.P.	8403 COLESVILLE RD.	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202-682-7927	DELAWARE				Ullico Infrastructure Fund, L.P.			Limited Partnership		overFiveYears	
0002017531-25-000002	YES	101	0002017531	Union Labor Life Insurance Co Separate Account T	8403 COLESVILLE RD	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202-682-7927	MARYLAND							Other	Insurance company comingled account	overFiveYears	
0001435079-25-000004	YES	101	0001435079	NHIT: CORE FIXED INCOME TRUST	ONE FINANCIAL CENTER		BOSTON	MA	MASSACHUSETTS	02111	800-343-2029	NEW HAMPSHIRE				LOOMIS SAYLES CORE FIXED INCOME TRUST	LOOMIS SAYLES CORE TRUST		Business Trust		overFiveYears	
0001985025-25-000002	YES	101	0001985025	Ullico Value-Add Real Estate Fund I, L.P.	8403 COLESVILLE RD		SILVER SPRING	MD	MARYLAND	20910	202-682-7927	DELAWARE				Ullico Value-Add Real Estate Fund I L.P.			Limited Partnership		withinFiveYears	2023
0002102735-25-000001	YES	101	0002102735	Pioneer Exchange Ltd	150 E PIKES PEAK AVE		COLORADO SPRINGS	CO	COLORADO	80903	1 (970) 346-5428	COLORADO							Limited Liability Company		withinFiveYears	2022
0001465722-25-000002	YES	101	0001465722	Union Labor Life Insurance Co Separate Account W1	8403 COLESVILLE RD.	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202-682-7927	MARYLAND				Union Labor Life Insurance Co	Union Labor Life Insurance Co Separate Account W1		Other	Insurance company comingled account	overFiveYears	
0001633950-25-000002	YES	101	0001633950	Union Labor Life Insurance Co Separate Account R	8403 COLESVILLE ROAD	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202-682-7927	MARYLAND							Other	Insurance company comingled account	overFiveYears	
0001062993-25-017477	YES	101	0002003006	Brooklyn Dumpling Parent Holdings, Inc.	2 UNIVERSITY PLAZA, SUITE 100		HACKENSACK	NJ	NEW JERSEY	07601	201-739-5377	DELAWARE	Brooklyn Dumpling Shop Holdings, Inc.			BDS Parent Holdings, Inc.			Corporation		withinFiveYears	2023
0001571963-25-000002	YES	101	0001571963	Ullico Infrastructure Taxable Fund, L.P.	8403 COLESVILLE RD.	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202-682-7927	DELAWARE							Limited Partnership		overFiveYears	
0001598775-25-000006	YES	101	0001598775	Samsonite Group S.A.	13-15 AVENUE DE LA LIBERTE		LUXEMBOURG CITY	N4	LUXEMBOURG	L-1931	352268901	LUXEMBOURG				Samsonite International S.A.			Corporation		overFiveYears	
0001374721-25-000002	YES	101	0001374721	Ullico Diversified International Equity Fund, L.P.	8403 COLESVILLE RD.	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202 682-7927	DELAWARE				ULLICO DIVERSIFIED INTERNATIONAL EQUITY FUND L P			Limited Partnership		overFiveYears	
0001544108-25-000002	YES	101	0001544108	Ullico International Small Cap Fund, L.P.	8403 COLESVILLE RD.	13TH FLOOR	SILVER SPRING	MD	MARYLAND	20910	202 682-7927	DELAWARE							Limited Partnership		overFiveYears	
0001584089-25-000003	YES	101	0001584089	NHIT: World Credit Asset Trust	ONE FINANCIAL CENTER		BOSTON	MA	MASSACHUSETTS	02111	800-343-2029	NEW HAMPSHIRE				Loomis Sayles World Credit Asset Trust			Business Trust		overFiveYears	
0002074085-25-000011	YES	101	0002074085	Griffin Capital (Heritage - Gonzales, LA) DST	GRIFFIN CAPITAL PLAZA	266 KANSAS STREET	EL SEGUNDO	CA	CALIFORNIA	90245	(310) 469-6100	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2025
0002064835-25-000051	YES	101	0001527038	KINCORA COPPER LTD	400 837 WEST HASTINGS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6C 3N6	604-630-7296	BRITISH COLUMBIA, CANADA	Brazilian Diamonds Limited						Corporation		overFiveYears	
0001685317-25-000006	YES	101	0002101692	ASAP Finance Group LP	6745 FARM ROAD 2653 N		SULPHUR SPRINGS	TX	TEXAS	75482	806-333-5154	TEXAS							Limited Partnership		withinFiveYears	2025
0002102714-25-000001	YES	101	0002102714	SelectDr, Inc.	1776 PEACHTREE STREET NW	SUITE 405N	ATLANTA	GA	GEORGIA	30309	678-576-1091	DELAWARE	Morpheus Holdings, Inc.						Corporation		withinFiveYears	2024
0000945621-25-001250	YES	101	0002100566	Primavera Capital Growth Fund VIII L.P.	C/O INTERTRUST CORP SVCS (CAYMAN) LTD.	ONE NEXUS WAY, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9005	852-3767-5000	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	overFiveYears	
0001803782-25-000005	YES	101	0001803782	Ramp Business Corp	28 WEST 23RD STREET	FLOOR 2	NEW YORK	NY	NEW YORK	10010	347-229-9695	DELAWARE							Corporation		overFiveYears	
0002102510-25-000001	YES	101	0002102510	Double Blind Bio Inc.	187 16TH AVENUE		SAN FRANCISCO	CA	CALIFORNIA	94118	650-353-8858	DELAWARE							Corporation		withinFiveYears	2025
0000950103-25-016573	YES	101	0002102624	DCP Blue Peak BBB Feeder Fund LP	50 HUDSON YARDS	SUITE 6600A	NEW YORK	NY	NEW YORK	10001	212-655-1400	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001685317-25-000005	YES	101	0002101692	ASAP Finance Group LP	6745 FARM ROAD 2653 N		SULPHUR SPRINGS	TX	TEXAS	75482	806-333-5154	TEXAS							Limited Partnership		withinFiveYears	2025
0001012975-25-000981	YES	101	0002021123	Flying Fish Opportunity Fund I, LP	2003 WESTERN AVE.	SUITE 510	SEATTLE	WA	WASHINGTON	98121	206-849-8726	DELAWARE							Limited Partnership		withinFiveYears	2024
0001931489-25-000002	YES	101	0001931489	LuxWall, Inc.	1130 James L Hart Parkway		Ypsilanti	MI	MICHIGAN	48197	(888) 229-1039	DELAWARE							Corporation		overFiveYears	
0002102535-25-000001	YES	101	0002102535	HPS Tulip Strategic Investment Partners VI, SCSp	2 RUE DES GIRONDINS		LUXEMBOURG	N4	LUXEMBOURG	L-1626	352 2060 0181 00	LUXEMBOURG							Limited Partnership		withinFiveYears	2025
0002102723-25-000001	YES	101	0002102723	ICP II C1, L.P.	89 MEDINAT HAYEHUDIM ST.		HERZLIYA PITUACH	L3	ISRAEL	4676672	0097299703620	DELAWARE							Limited Partnership		withinFiveYears	2025
0001967300-25-000008	YES	101	0001967300	Left Main REI Inc.	10935 WINDS CROSSING DR	SUITE 300	CHARLOTTE	NC	NORTH CAROLINA	28173	6072374889	DELAWARE				Left Main REI			Corporation		withinFiveYears	2025
0002101549-25-000001	YES	101	0002101549	Apex V a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002102192-25-000001	YES	101	0002102192	YCL AI Infra a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101548-25-000001	YES	101	0002101548	FF Liminal AI Fund a Series of FF SPV Holdings LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101550-25-000001	YES	101	0002101550	FS-38-1 a series of FinSight Special Opportunities Fund VI LLC	842 CALIFORNIA AVE		VENICE	CA	CALIFORNIA	90291	6503845620	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101576-25-000001	YES	101	0002101576	Slkrd alma Oct 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101488-25-000001	YES	101	0002101488	FS-38 a series of FinSight Special Opportunities Fund VI LLC	842 CALIFORNIA AVE		VENICE	CA	CALIFORNIA	90291	6503845620	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101645-25-000001	YES	101	0002101645	Connect Music Oct 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002086833-25-000002	YES	101	0002086833	Northside Flats, LLC	2800 CAPITAL STREET		ANDERSON	IN	INDIANA	46012	765-610-7663	WYOMING							Limited Liability Company		withinFiveYears	2025
0002101436-25-000001	YES	101	0002101436	FS-37-1 a series of FinSight Special Opportunities Fund VI LLC	842 CALIFORNIA AVE		VENICE	CA	CALIFORNIA	90291	6503845620	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101571-25-000001	YES	101	0002101571	Avo AI VI a Series of Avo Technology Fund LP LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002100085-25-000001	YES	101	0002100085	ZE-1007 Fund I, a series of Roll Up Vehicles, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002101419-25-000001	YES	101	0002101419	FS-37 a series of FinSight Special Opportunities Fund VI LLC	842 CALIFORNIA AVE		VENICE	CA	CALIFORNIA	90291	6503845620	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101536-25-000001	YES	101	0002101536	Slkrd surfaice.pro Oct 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002091262-25-000001	YES	101	0002091262	NE-0925 Fund I, a series of Jumpspace Venture, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002096867-25-000001	YES	101	0002096867	ET-1022 Fund I, a series of AX-RN-Funds, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	206.801.6359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002100618-25-000001	YES	101	0002100618	AN-1126 Fund I, a series of Davidovs Syndicate, LP	2006 196TH ST SW	SUITE 114	LYNNWOOD	WA	WASHINGTON	98036	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2025
0002101611-25-000001	YES	101	0002101611	FF Archive Technologies Fund a Series of FF SPV Holdings LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101010-25-000001	YES	101	0002101010	xAI SPV1 Emerging Global a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101158-25-000001	YES	101	0002101158	GSBackers Alma Fund I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101577-25-000001	YES	101	0002101577	Synonym SPV Oct 2025 a Series of Votive Venture Partners LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002064835-25-000050	YES	101	0002032876	Miata Metals Corp.	2133 - 1177 WEST HASTINGS STREET		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 2K3	778-488-9754	BRITISH COLUMBIA, CANADA							Corporation		withinFiveYears	2021
0002099315-25-000001	YES	101	0002099315	Dr. Bombay Ice Cream Sep 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101152-25-000001	YES	101	0002101152	Koz Capital Sea SPV I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101188-25-000001	YES	101	0002101188	DPV Kraken 2 a Series of DataPower Capital Partners LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002102617-25-000001	YES	101	0002102617	Series 17-5, a series of StartEngine Private LLC	4100 ALAMEDA AVE	Floor 3	BURBANK	CA	CALIFORNIA	91505	4242794186	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001213900-25-125672	YES	101	0002102556	Integra Master Series LLC - Swan Cap III	1300 EL CAMINO REAL	SUITE 100	MENLO PARK	CA	CALIFORNIA	94025	(561) 248 4285	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001213900-25-125662	YES	101	0002102555	Integra Master Series LLC - AI Infra IV	1300 EL CAMINO REAL	SUITE 100	MENLO PARK	CA	CALIFORNIA	94025	(561) 248 4285	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001493152-25-029174	YES	101	0001964687	Star Mountain Strategic Credit Income Fund V, LP	2 GRAND CENTRAL TOWER	140 E. 45TH STREET, SUITE 30-A	NEW YORK	NY	NEW YORK	10017	646-787-0203	DELAWARE							Limited Partnership		withinFiveYears	2023
0001493152-25-029171	YES	101	0001964699	Star Mountain Strategic Credit Income Fund V (Offshore), LP	2 GRAND CENTRAL TOWER	140 E. 45TH STREET, SUITE 30-A	NEW YORK	NY	NEW YORK	10017	646-787-0203	CAYMAN ISLANDS							Other	Cayman Islands Exempted Limited Partnership	withinFiveYears	2023
0002081111-25-000065	YES	101	0001780657	Pentwater Unconstrained Fund Ltd.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	239-384-9750	CAYMAN ISLANDS							Corporation		overFiveYears	
0002081111-25-000064	YES	101	0001780670	Pentwater Unconstrained Fund LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	239-384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0002081111-25-000063	YES	101	0001790973	Pentwater Credit Fund Ltd.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	239-384-9750	CAYMAN ISLANDS							Corporation		overFiveYears	
0002081111-25-000062	YES	101	0001790971	Pentwater Credit Fund LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	239-384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0002081111-25-000061	YES	101	0001413943	PENTWATER EVENT FUND LTD	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	1-345-949-0100	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002081111-25-000060	YES	101	0001413958	PENTWATER EVENT FUND LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	(239) 384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0002081111-25-000059	YES	101	0001469172	OCEANA FUND LTD.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	345-948-0100	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002081111-25-000058	YES	101	0001469074	Oceana Fund LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	(239) 384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0000950103-25-016528	YES	101	0002100223	26N Polaris Co-Investment Partners LP	600 MADISON AVENUE, 26TH FLOOR		NEW YORK	NY	NEW YORK	10022	212-224-0620	DELAWARE							Limited Partnership		withinFiveYears	2025
0002081111-25-000057	YES	101	0001469171	PENTWATER EQUITY OPPORTUNITIES FUND LTD.	C/O WALKERS CORPORATE LIMITED	190 ELGIN AVENUE	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9008	345-948-0100	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0002081111-25-000056	YES	101	0001469075	Pentwater Equity Opportunities Fund LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	(239) 384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0002081111-25-000055	YES	101	0001537438	PENTWATER MERGER ARBITRAGE FUND LTD.	C/O WALKERS CORPORATE SERVICES	WALKER HOUSE, 87 MARY STREET	GEORGE TOWN, GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-9001	345-949-0100	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	overFiveYears	
0002081111-25-000054	YES	101	0001537437	PENTWATER MERGER ARBITRAGE FUND LLC	C/O PENTWATER CAPITAL MANAGEMENT LP	1001 10TH AVENUE SOUTH, SUITE 216	NAPLES	FL	FLORIDA	34102	(239) 384-9750	DELAWARE							Limited Liability Company		overFiveYears	
0002026039-25-000003	YES	101	0002026039	Galaxy Plus Fund LLC - PlusPlus Global Alpha Feeder Fund (549)	C/O NEW HYDE PARK ALTERNATIVE FUNDS, LLC	330 S. NAPERVILLE RD STE. 206	WHEATON	IL	ILLINOIS	60187	(312) 375-4903	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002101724-25-000001	YES	101	0002101724	Buena Vista RE LLC	3723 GREENVILLE AVE	STE 41294	DALLAS	TX	TEXAS	75206	214-449-0556	TEXAS							Limited Liability Company		withinFiveYears	2025
0002102672-25-000001	YES	101	0002102672	Jane Eyre Investment Ltd	RM D07,8/F. KAI TAK FTY BUILDING,	NO. 99 KING FUK STREET, SAN PO KONG,	HONG KONG	K3	HONG KONG	999077	13976544032	HONG KONG							Corporation		withinFiveYears	2025
0001768031-25-000003	YES	101	0001768031	Treville Credit Fund LP	C/O TREVILLE CAPITAL MANAGEMENT LLC	477 Madison Avenue, 8th Floor	NEW YORK	NY	NEW YORK	10022	305-494-4856	DELAWARE				CoVenture Credit Opportunities Partners Fund LP	CoVenture Credit Opportunities Partners Fund I LP		Limited Partnership		overFiveYears	
0002080260-25-000004	YES	101	0002080260	GROW WEALTH I A SERIES OF GW MASTER SERIES LLC	2025 GUADALUPE STREET SUITE 260		AUSTIN	TX	TEXAS	78705	8332673326	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101364-25-000001	NO	102	0002101363	270 Growth Partners IV SPV (Offshore), LP	390 MADISON AVENUE	27TH FLOOR	NEW YORK	NY	NEW YORK	10017	212-464-1649	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001983020-25-000003	YES	101	0001983020	Commonwealth Structured Alpha Fund L.P.	C/O NEW HYDE PARK ALTERNATIVE FUNDS, LLC	330 S. NAPERVILLE ROAD, SUITE 206	WHEATON	IL	ILLINOIS	60187	312-375-4903	DELAWARE							Limited Partnership		overFiveYears	
0001781983-25-000003	YES	101	0001781983	Aprea Therapeutics, Inc.	3805 OLD EASTON ROAD		DOYLESTOWN	PA	PENNSYLVANIA	18902	215-948-4119	DELAWARE							Corporation		overFiveYears	
0002101326-25-000002	YES	101	0002101326	Autonymy Inc.	803 HERNDON LN.		AUSTIN	TX	TEXAS	78704	6202886696	DELAWARE							Corporation		withinFiveYears	2025
0001813406-25-000016	YES	101	0001813406	RL Investment Group LLC	19790 W DIXIE HWY	PH1	AVENTURA	FL	FLORIDA	33180	3057998668	FLORIDA				RL RANCHO CA LLC			Limited Liability Company		overFiveYears	
0002102658-25-000001	YES	101	0002102658	360 ONE Global Investment Fund 6	9 TEMASEK BOULEVARD, #12-01/02	SUNTEC TOWER 2	SINGAPORE	U0	SINGAPORE	038989	6591113955	SINGAPORE							Other	Sub-Fund of Umbrella VCC (Variable Capital Companies)	withinFiveYears	2025
0001474506-25-000177	YES	101	0001930625	Odyssey Wellness LLC	1000 CORPORATE DRIVE	SUITE 100	FORT LAUDERDALE	FL	FLORIDA	33334	000-000-0000	FLORIDA							Limited Liability Company		overFiveYears	
0002102659-25-000001	YES	101	0002102659	AIXEBIT INC.	100 SPECTRUM CENTER DR		IRVINE	CA	CALIFORNIA	92618	9311382861	CALIFORNIA							Limited Liability Company		withinFiveYears	2025
0001813406-25-000015	YES	101	0001813406	RL Investment Group LLC	19790 W DIXIE HWY	PH1	AVENTURA	FL	FLORIDA	33180	3057998668	FLORIDA				RL RANCHO CA LLC			Limited Liability Company		overFiveYears	
0002101729-25-000001	YES	101	0002101729	ID FUND - SERIES 26 - FEVO	751 PARK OF COMMERCE DRIVE	STE 128	BOCA RATON	FL	FLORIDA	33487	5614621200	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002102701-25-000001	YES	101	0002102701	Rowlock Apartments, LLC	1700 WESTLAKE AVE. N., SUITE 200		SEATTLE	WA	WASHINGTON	98109	(206) 446-6114	WASHINGTON							Limited Liability Company		withinFiveYears	2025
0002022269-25-000003	YES	101	0002022269	Galaxy Plus Fund LLC - East Alpha Feeder Fund (548)	C/O NEW HYDE PARK ALTERNATIVE FUNDS, LLC	330 S. NAPERVILLE RD STE. 206	WHEATON	IL	ILLINOIS	60187	(312) 375-4903	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001985562-25-000003	YES	101	0001985562	Galaxy Plus Fund LLC - Arslan Capital Futures Feeder Fund (561)	C/O NEW HYDE PARK ALTERNATIVE FUNDS, LLC	330 S. NAPERVILLE ROAD, SUITE 206	WHEATON	IL	ILLINOIS	60187	312-375-4903	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001096906-25-002154	YES	101	0001979728	LELAND INVESTORS PE LLC	4835 LELAND ST		CHEVY CHASE	MD	MARYLAND	20815	3019081433	MARYLAND							Limited Liability Company		withinFiveYears	2023
0001123267-25-000008	YES	101	0001123267	Hannan Metals Ltd.	1305-1090 W. GEORGIA ST.		VANCOUVER	A1	BRITISH COLUMBIA, CANADA	V6E 3V7	6046859316	BRITISH COLUMBIA, CANADA	Mitchell Resources Ltd.			KOLA MINING CORP.	Centrasia Mining Corp.	BARADERO RESOURCES LTD.	Corporation		overFiveYears	
0002091250-25-000001	YES	101	0002091250	BI-1002 Fund III, a series of Umami Capital, LP	2006 196th St SW, Suite 114		Lynnwood	WA	WASHINGTON	98036	(360) 340-9337	DELAWARE							Limited Partnership		withinFiveYears	2025
0002095153-25-000002	YES	101	0002095153	FCP Iron Holdings, LLC	100 N TRYON ST STE 4100		CHARLOTTE	NC	NORTH CAROLINA	28202	(704) 371-3220	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001752886-25-000002	YES	101	0001752886	GEN1E LIFESCIENCES INC.	1895 El Camino Real		Palo Alto	CA	CALIFORNIA	94306	6507997121	DELAWARE							Corporation		overFiveYears	
